1739	9440	0.58746337890625
8417	6201	0.3440399169921875
27257	7514	0.518096923828125
7155	4141	0.544708251953125
1874	26354	0.58758544921875
4673	11284	0.9068603515625
51631	1457	0.574676513671875
81608	5530	0.38720703125
388552	91949	0.5937957763671875
7507	3910	0.486175537109375
6217	10371	0.3838043212890625
28964	7402	0.4459457397460937
51747	6157	0.329681396484375
6502	521	0.96435546875
2768	23595	0.958740234375
1479	7518	0.95343017578125
25920	8540	0.4040832519531249
10048	9782	0.2875106420478547
10476	23176	0.643798828125
8650	8899	0.490325927734375
23513	57510	0.290008544921875
6142	9610	0.881591796875
10092	23339	0.60406494140625
81620	11143	0.8284912109375
3276	4361	0.63897705078125
7456	10490	0.4431686401367188
9330	84172	0.8438720703125
865	9612	0.9859619140625
9150	10454	0.3062744140625
6159	8533	0.6363062858581543
5590	5422	0.2881431579589844
5201	11335	0.4306640625
11218	7249	0.2884368896484375
7157	9295	0.900634765625
8650	10980	0.96722412109375
868	7082	0.62469482421875
58497	79023	0.3006067276000976
8754	7536	0.35308837890625
27243	6850	0.308135986328125
6867	999	0.6137237548828125
5705	80349	0.84912109375
6389	2010	0.849365234375
8896	11100	0.8396606445312499
150684	91949	0.93975830078125
6223	5694	0.81005859375
5888	54534	0.3690948486328125
6633	10254	0.55633544921875
64425	6810	0.61627197265625
3192	1643	0.65472412109375
9689	9343	0.7833862304687501
9768	1478	0.97259521484375
5568	10469	0.5494384765625
8650	51421	0.902496337890625
9128	6139	0.3188018798828125
5705	4735	0.4513092041015625
3276	51510	0.4746398925781249
8140	219927	0.7950439453125
5111	4233	0.2915573120117187
80143	10933	0.618804931640625
23310	55234	0.9881591796875
1398	9325	0.99566650390625
6714	4999	0.357147216796875
3689	64979	0.8502807617187501
11267	22837	0.4334559440612793
51586	1277	0.8609619140625
23398	10419	0.5471649169921875
9328	4673	0.3424835205078125
10240	58533	0.8515701293945312
23165	6164	1.0
8661	8801	0.9384765625
6194	6464	0.97906494140625
4683	219927	0.415618896484375
9221	56655	0.34588623046875
5438	5718	0.8662719726562499
3313	6790	0.748138427734375
7353	4853	0.92913818359375
9442	2885	0.2852859497070312
10907	8613	0.68475341796875
