From	Entry	GeneID	Organism	Entry Name	Interacts with
IKZF3	Q9UKT9	22806;	Homo sapiens (Human)	IKZF3_HUMAN	O94929; O94929-2; A0A0S2Z4Y8; Q99996-2; Q49AR9; P29972; Q15052; Q9H6L4; Q8N8Y2; Q8N5M1; O75934; P51451; Q9H2G9; Q13895; Q9NX04; Q53TS8; Q9NP86; Q9H257-2; Q8NEC5; Q68D86; Q8N4L8; Q2TAC2-2; Q8TD31-3; Q16543; O00311; Q07002; P11802; P38936; P55273; Q8IYR0; Q9Y6H1; P61024; P51800-3; Q9UBL6-2; P53673; P56545-3; Q86UW9; Q5JVL4; Q9H6Z9; Q08426; Q15006; Q9H0I2; O15197-2; Q8IYI6; Q9NQT4; Q9H5Z6-2; Q9Y247; Q9NW38; O95363; Q8TES7-6; Q13643; Q9BZS1; O43559; P55040; Q9NYA3; P62993; A0A024R8L2; P52597; P31273; Q9UBY9; Q9UKT9; Q9H5V7; Q8WYH8; Q63ZY3; Q92993; Q9HAQ2; Q9BVG8-5; Q2WGJ6; P08727; Q96BZ8; Q8TCE9; P25800; P25791; P25791-3; P61968; Q8TBB1; Q17RB8; Q9UI95; Q96A72; Q96EZ8; Q8IVT4; Q9UJV3-2; Q8TD10; Q8IVT2; Q13064; Q6PF18; Q13084; Q96EL3; Q8N6N6; Q9HC98; Q9HC98-4; Q8NI38; Q9Y5B8; P29474; Q9BRJ7; Q9NPJ8-3; Q9UMX2; Q9UJX0; Q5JVF3; Q17RL8; Q99471; O00459; Q13526; Q16512; Q6PIY2; O15160; Q96T49; Q6NYC8; Q13131; P54646; O43741; Q99633; P25786; Q13882; O75771; Q9P2K3; P61586; A0A0S2Z4G9; Q9BWG6; Q96GM5; Q9NZD8; Q96FJ0; O75716; O75558; Q9NU19; Q9Y4C2; Q9Y4C2-2; O15273; Q8N8B7-2; Q9BT92; Q9BXF9; Q8WW24; Q7Z6R9; Q08117; Q08117-2; O75865; O75865-2; Q8IWZ5; Q8WW01; Q3SY00; Q96PN8; Q5T7W7; O75604; P61758; P07947; A0A0S2Z6H0; Q8N5A5; Q8N5A5-2; Q9UBW7; Q8TAU3; Q96SQ5; P36508; PRO_0000449633 [P0DTD1]
ZNF131	P52739	7690;	Homo sapiens (Human)	ZN131_HUMAN	Q14192; Q5TD97; Q8NDC4; P78356-2; P40337-2
C5orf24	Q7Z6I8	134553;	Homo sapiens (Human)	CE024_HUMAN	O95967; O75928-2
MAP1A	P78559	4130;	Homo sapiens (Human)	MAP1A_HUMAN	Q9NRI5
FOXRED2	Q8IWF2	80020;	Homo sapiens (Human)	FXRD2_HUMAN	Q8IXB1; Q9UBV2
TRIM69	Q86WT6	140691;	Homo sapiens (Human)	TRI69_HUMAN	P08243; P05496; Q86TH3; Q9BQ89; P68106; Q96CS2; Q6PHW0; Q04695; Q659C4; P43358; Q1RN33; Q86SG6; Q6NYC8; Q6P9E2; Q9UHP6; Q15637; Q12874; Q8N205; Q96DX7; Q6P088; P01023; P08319; Q9BRQ8; P02768-3; P08243; P05496; P54253; P46379-2; Q9BXY8; Q9NQY0; Q96LM5; P55212; P28329-3; P09172; Q96D03; G5E9A7; Q16134; Q9BQ89; Q3B820; Q86YD7; P22607; P68106-2; P55040; P14136; Q53GS7; P06396; Q96CS2; A0A0S2Z4Q4; O14964; P30519; P01112; Q6PHW0; O60333-2; O14901; Q2WGJ6; P13473-2; P02545; Q96S90; P43358; Q3KP22-3; P51608; Q9H944; Q9UJV3-2; P19404; Q86SG6; P35240; P29474; Q96HA8; Q9BVL2; Q9Y2Y1; P62826; Q6P9E2; Q6NUQ1; Q9UHP6; Q9Y371; Q7Z699; Q9NZ72; Q6PIF2; Q13148; P45379-11; Q86WT6-2; Q86WV8; Q9NZC7-5; A0A1U9X8X8; Q9Y649
ARMCX5	Q6P1M9	64860;	Homo sapiens (Human)	ARMX5_HUMAN	Q92624; P42858
RNF187	Q5TA31	149603;	Homo sapiens (Human)	RN187_HUMAN	Q8TAU3; Q9Y2P0
MAP1S	Q66K74	55201;	Homo sapiens (Human)	MAP1S_HUMAN	O14599; O14543
PANK3	Q9H999	79646;	Homo sapiens (Human)	PANK3_HUMAN	
DCAF8L2	P0C7V8		Homo sapiens (Human)	DC8L2_HUMAN	
ENKD1	Q9H0I2	84080;	Homo sapiens (Human)	ENKD1_HUMAN	Q8IZP0-5; Q9NYB9-2; O00154-4; Q5BKX5-3; Q9ULX6; Q86SG2; Q8WVL7; Q96C12; P15289; Q9Y575-3; Q5T686; Q8N9N5-2; O75934; Q8TDM0-3; Q9BUH8; Q00994; Q9H2G9; Q6PJG6; O95561; Q9P1Z2; Q13137; Q9Y3M2; Q8NA61; Q8NA61-2; Q68D86; Q8IYE1; Q96JN2-2; Q9BUN5-3; Q9BXL8; Q6NVV7; Q01850; Q53EZ4; Q8NHQ1; Q9NX63; Q9UKJ5; Q6WN34-2; Q96BR5; P56545-3; A8MQ03; Q8WWB3; Q16610; Q5T9C2; Q5JST6; Q04637-9; O00167-2; Q86X51; Q86W67; Q86YD7; O94868-3; O75344; P01100; P53539; O95073; A1L4K1; O95257; Q8TAE8; Q7L5D6; P14136; O75420; Q08379; Q9NYA3; A6NEM1; Q6PI77; Q8TE85-2; Q4V328; Q6NT76; Q9UGU5; P31943; Q96ED9-2; P49639; O75031; Q16082; Q02363; P05019-2; P24592; Q9Y6K9; Q9UKT9; Q96N16; Q86T90; Q9BVG8-5; Q9BS75; Q53HC5; P02533; P19012; Q15323; Q92764; Q6A162; P60370; P60410; Q8IUC1; P59990; Q52LG2; Q8IUB9; Q3LI72; Q3LI70; Q9BYQ6; P26371; Q3LI66; Q8IYD9; O95751; Q9UBR4-2; Q9HAP6; P25791-3; Q9BV99; Q96LR2; Q9Y250; P45984; O95460-2; Q99750; Q99687-3; Q14696; Q8N6F8; Q9UJV3-2; A9UHW6-2; Q8TD10; Q8IVT2; Q13064; P40692; Q6PF18; Q5VZ52; Q6NTE8; Q13084; Q96DV4; Q5JR59-3; P13349; Q8TDC0; O15049; Q15742; Q9NZQ3-3; P17568; I6L9F6; P25963; P0CG21; A6NGQ2; Q9P286; Q9NVD7; Q9NR12; Q17RL8; Q8IXK0; Q4G0R1; Q9NRD5; Q8WWB5; Q92569; Q96KN3; Q8ND90; Q9UL42; Q9BUI4; Q969Q6; Q9GZV8; Q9NQX0; Q9BYM8; P57052; Q15293; Q92622; Q59EK9-3; Q9UJW9; Q16348; Q9H7B4; Q6IEG0; O60504; Q5T0L3; O95238; Q92563; Q6PJ21; Q8IXS7; Q96MF2; Q9NZ72; Q08AL9; Q96A09; P19237; Q63HR2; Q96NM4-3; Q13077; Q12933; P36406; P14373; Q9UPQ4-2; Q9BYV2; Q86WV8; Q8WW01; Q5W5X9-3; Q5T124; Q5T124-6; Q9Y6N9-4; Q495M9; Q8N6Y0; A0A024R8A9; P61758; Q9H9H4; Q2TAL6; O43379; Q9NZC7-5; O43829; Q53FD0-2; Q8TF47; P52747; Q9BUY5; Q9C0F3; Q8NB15; Q9P0T4; P36508; Q6NX45; Q9UGI0; A0A1U9X8X8; Q6ZN96
GALNT2	Q10471	2590;	Homo sapiens (Human)	GALT2_HUMAN	Q9BXK5; O75208; Q8N6L0; Q9HC36; Q9HC29
SLC44A2	Q8IWA5	57153;	Homo sapiens (Human)	CTL2_HUMAN	
TAS1R3	Q7RTX0	83756;	Homo sapiens (Human)	TS1R3_HUMAN	
TJP3	O95049	27134;	Homo sapiens (Human)	ZO3_HUMAN	K9N5R3
FIBCD1	Q8N539	84929;	Homo sapiens (Human)	FBCD1_HUMAN	P21145
IKZF4	Q9H2S9	64375;	Homo sapiens (Human)	IKZF4_HUMAN	O00311; P48730; Q96EZ8; Q9H8S9; Q70IA8; Q9Y4C2-2; Q15560; P42681
COX6C	P09669	1345;	Homo sapiens (Human)	COX6C_HUMAN	P42858; P21673
CYP27A1	Q02318	1593;	Homo sapiens (Human)	CP27A_HUMAN	
WDR31	Q8NA23	114987;	Homo sapiens (Human)	WDR31_HUMAN	P55212; P21964-2; O00291; P13473-2; P0CG47
TCEA3	O75764	6920;	Homo sapiens (Human)	TCEA3_HUMAN	Q8WVC0
DOCK9	Q9BZ29	23348;	Homo sapiens (Human)	DOCK9_HUMAN	Q15796; P84022
POMK	Q9H5K3	84197;	Homo sapiens (Human)	SG196_HUMAN	O94766; Q9Y5U9; Q5J8X5; Q8WZA1; P04843; P04844; P46977
SPIN1	Q9Y657	10927;	Homo sapiens (Human)	SPIN1_HUMAN	P04792
VPS37B	Q9H9H4	79720;	Homo sapiens (Human)	VP37B_HUMAN	O95817; Q13895; Q6P1J9; Q96GG9; Q9H0I2; P07992; Q8IYI6; Q8TES7-6; Q9H8Y8; O14964; O60341; Q8TBB1; O43639; Q13131; P54646; P47897; P47897-2; Q96HL8; Q96GM5; O60504; Q08117; Q08117-2; Q99816; P57075-2; Q8TF42; Q548N1; Q9UK41
ABCC2	Q92887	1244;	Homo sapiens (Human)	MRP2_HUMAN	P19838
SUGT1	Q9Y2Z0	10910;	Homo sapiens (Human)	SGT1_HUMAN	O75427; Q9Y239; A0A0H3NF38; P08238; P63208; A0A0H3NF38
S100A9	P06702	6280;	Homo sapiens (Human)	S10A9_HUMAN	P49407; P32121; P20138; P43355; P43357; P43360; P05109; P04271
SMARCE1	Q969G3	6605;	Homo sapiens (Human)	SMCE1_HUMAN	Q9Y2J4; Q9Y2J4-4; Q68CP9; Q9HCU9; Q96JN2-2; P0C7W6; G5E9W6; Q8TD31-3; Q01850; Q96L14; Q96MT8; Q96MT8-3; Q8NHQ1; A8MQ03; Q9NRI5-2; Q12929; Q96A65-2; Q9UPT5; Q9NTX9; A1L4K1; Q08379; A6NEM1; Q4V328; Q96LB3-2; Q13099; Q8WYH8; Q96AA8; Q9BVG8; P02533; P19012; P08779; P08727; Q7Z3Y8; Q15323; O76011; Q92764; O76014; Q6A163; Q6A162; Q07627; P60410; P60411; Q9NPJ6; P50222; Q6FHY5; Q8TD10; Q96HT8; Q5JR59; Q5JR59-3; Q7Z3S9; P37198; O43482; P62333; Q15311; Q6NUQ1; Q96R06; O75558; Q8N0S2; Q9BXU0; Q9UBB9; Q9BYV2; Q15642; Q15642-2; P40222; Q8N6Y0; Q8N1B4; Q9UKL0; Q9UKL0; P51532
SVIL	O95425	6840;	Homo sapiens (Human)	SVIL_HUMAN	P20929
TANC1	Q9C0D5	85461;	Homo sapiens (Human)	TANC1_HUMAN	Q12959; Q14160
SLFN12	Q8IYM2	55106;	Homo sapiens (Human)	SLN12_HUMAN	P01019; P06307; P03952; P13473-2; P02545; P06858; Q9BY11; O75400-2; P62826; Q7Z699; O15269-2; Q86WV8; P40337-2; P54577
MXD4	Q14582	10608;	Homo sapiens (Human)	MAD4_HUMAN	Q8TDR4
TMEM200A	Q86VY9	114801;	Homo sapiens (Human)	T200A_HUMAN	Q9HD36; P50402; Q13432
ZNF93	P35789	81931;	Homo sapiens (Human)	ZNF93_HUMAN	
IDH3G	P51553	3421;	Homo sapiens (Human)	IDH3G_HUMAN	P50213
ZDHHC24	Q6UX98	254359;	Homo sapiens (Human)	ZDH24_HUMAN	O95994; Q13520; Q15125; Q8NBQ5; P38484; Q0VD86; P48051; Q5SR56; Q9H8W4; Q04864; Q04864-2; Q99942; Q9NPE6; Q8TAV4; Q69YW2; P15884; P15884-3; Q9NUH8; O43557
APLP2	Q06481	334;	Homo sapiens (Human)	APLP2_HUMAN	P51693; Q06481; P05067-4; O75618; P14921; P05412; Q93074; P02649; P05067; Q96GW7; Q13867; Q9BS26; Q06787-7; P06241; P14136; Q14114-3; Q96L34; P17252; P23443; P04271; Q8IUQ4-2; P84022; Q13190; P43405-2; Q13428-5; Q9BX74; Q9BVJ6
PKD1	P98161	5310;	Homo sapiens (Human)	PKD1_HUMAN	O15259; Q13563; Q13563-1; Q13563; Q13563-1
RAVER2	Q9HCJ3	55225;	Homo sapiens (Human)	RAVR2_HUMAN	
ANKHD1	Q8IWZ3	404734;54882;	Homo sapiens (Human)	ANKH1_HUMAN	O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
DNAJC22	Q8N4W6	79962;	Homo sapiens (Human)	DJC22_HUMAN	Q6FHY5
TRAPPC9	Q96Q05	83696;	Homo sapiens (Human)	TPPC9_HUMAN	Q9CQP2
TTC28	Q96AY4	23331;	Homo sapiens (Human)	TTC28_HUMAN	
PLA2G4A	P47712	5321;	Homo sapiens (Human)	PA24A_HUMAN	
ZNF117	Q03924	109504726;51351;	Homo sapiens (Human)	ZN117_HUMAN	
ESRRB	O95718	2103;	Homo sapiens (Human)	ERR2_HUMAN	P62508-3
PMEPA1	Q969W9	56937;	Homo sapiens (Human)	PMEPA_HUMAN	O95208-2; Q96DC9; O43765; P57075-2; Q9UHD9
APOL1	O14791	8542;	Homo sapiens (Human)	APOL1_HUMAN	Q9UJX2; Q8IXL6
DICER1	Q9UPY3	23405;	Homo sapiens (Human)	DICER_HUMAN	P55265-1; P55265-5; Q9UL18; Q9UKV8; Q96C10; P19525; Q96J94; O75569; Q15633; O43508; Q8CJG0; Q9IK90; P0C205; Q9UKV8; Q92945; P24928; Q15633; Q61496
SOCS4	Q8WXH5	122809;	Homo sapiens (Human)	SOCS4_HUMAN	J3KQ12; G5E9A7; O43559; P41250; P62993; O43464; P42858; Q8WXH2; Q9BZ23-2; Q92569; Q9BXM7; Q96R05; Q7Z699; O15269-2; Q8WW24
IGHV6-1	A0A0B4J1U7		Homo sapiens (Human)	HV601_HUMAN	
COPS7B	Q9H9Q2	64708;	Homo sapiens (Human)	CSN7B_HUMAN	Q5H9J7; P48643; P04792; Q13287
SLC25A46	Q96AG3	91137;	Homo sapiens (Human)	S2546_HUMAN	Q13520; Q13643; Q8IVP5; Q8NBQ5; Q7Z5P4; O95214; Q5SR56; Q2M2E3; Q9BRK0; Q9H6H4; Q14973; Q3KNW5; Q8N2U9; Q9UHI5; Q3ZAQ7
MRPS15	P82914	64960;	Homo sapiens (Human)	RT15_HUMAN	
TRMT5	Q32P41	57570;	Homo sapiens (Human)	TRM5_HUMAN	
ITGA7	Q13683	3679;	Homo sapiens (Human)	ITA7_HUMAN	
EIF4H	Q15056	7458;	Homo sapiens (Human)	IF4H_HUMAN	Q9H3H3; P60842; Q8TBB1; Q9H3H3-3; Q96D03; Q92796; Q96EF6; Q9NRD5; Q9NZD8
CRYM	Q14894	1428;	Homo sapiens (Human)	CRYM_HUMAN	Q96CV9; P54274
SLC46A3	Q7Z3Q1	283537;	Homo sapiens (Human)	S46A3_HUMAN	P11912
ZRANB2	O95218	9406;	Homo sapiens (Human)	ZRAB2_HUMAN	Q02040; P49407; P32121; Q5S007
ZBTB49	Q6ZSB9	166793;	Homo sapiens (Human)	ZBT49_HUMAN	P13637; Q8NHQ1; Q99828; Q9HD26; Q9HD26-2; P16284; Q9NRD5; Q12933; Q13114; Q08AM6; P40337-2; Q8N680; Q96BR9
DHRS1	Q96LJ7	115817;	Homo sapiens (Human)	DHRS1_HUMAN	Q12982; Q9NR28; O76011; Q07627; Q8IUG1; P60410; P60411; Q8IUC1; P59990; P59991; P60328; Q9BYR7; Q9BYQ7; Q9BYQ6; Q6L8H4; Q701N4; P26371; Q3LI66; Q9BYQ0; P13473-2; O14633; Q969G2; Q99750; Q5JR59-3; Q7Z3S9; P0DPK4; O75400-2; Q9Y371
PRKCI	P41743	5584;	Homo sapiens (Human)	KPCI_HUMAN	P60953; P78545; P08151-1; Q96L34; Q6FHY5; Q96RE7; Q8TEW0; Q9NPB6; Q9NPB6-2; Q9BYG5; Q9BYG4; Q8ND90; Q05513; P63000; P48431; Q13501; Q04917
RALGAPA2	Q2PPJ7	57186;	Homo sapiens (Human)	RGPA2_HUMAN	Q8WTU0
LTBP4	Q8N2S1	8425;	Homo sapiens (Human)	LTBP4_HUMAN	O15265; O00555
DGCR6L	Q9BY27	85359;	Homo sapiens (Human)	DGC6L_HUMAN	Q6UY14-3; Q86V38; Q5T686; Q8IZR5-2; Q05D60; P15976-2; Q9UJY5-4; Q9NP66; Q9NRY2; Q15323; O43679; Q96II8-3; Q9BRK4; Q9UJV3-2; Q15742; Q7Z6G3-2; Q16633; Q96KQ4; Q9UFD9; P02549; Q6ZNG0; P14079
RPP38	P78345	10557;	Homo sapiens (Human)	RPP38_HUMAN	P16333; O95707
SULT1A1	P50225	6817;	Homo sapiens (Human)	ST1A1_HUMAN	O00204
PIK3R4	Q99570	30849;	Homo sapiens (Human)	PI3R4_HUMAN	Q53EP0-3; Q96F24
AKR1B1	P15121	231;	Homo sapiens (Human)	ALDR_HUMAN	Q9BUY7
RAB21	Q9UL25	23011;	Homo sapiens (Human)	RAB21_HUMAN	Q9UKG1; Q9UJ41-2
GRHL3	Q8TE85	57822;	Homo sapiens (Human)	GRHL3_HUMAN	O14744; Q96LA8; Q96JC9; Q9H0I2; Q0D2K3
SPPL3	Q8TCT6	121665;	Homo sapiens (Human)	SPPL3_HUMAN	
BATF3	Q9NR55	55509;	Homo sapiens (Human)	BATF3_HUMAN	P21549; P15336; P18847; P18848; Q9BYV9; P49715; Q15744; P53567; Q02930-3; Q10586; P35638; P35638-2; P15407; Q9NWQ4-1; Q16534; P05412; P17275; P17535; Q9ULX9; O15525; Q9BQY4; Q15915
CAMSAP1	Q5T5Y3	157922;	Homo sapiens (Human)	CAMP1_HUMAN	P78358; P31321
JUN	P05412	3725;	Homo sapiens (Human)	JUN_HUMAN	P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9UJY5; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5
RPL34	P49207	6164;	Homo sapiens (Human)	RL34_HUMAN	Q5S007
CNBP	P62633	7555;	Homo sapiens (Human)	CNBP_HUMAN	Q63009
ATG3	Q9NT62	64422;	Homo sapiens (Human)	ATG3_HUMAN	O94817; O95166; Q9H0R8; P60520; P62879; Q9GZQ8; Q70IA6; Q7Z6L1
SLC37A2	Q8TED4	219855;	Homo sapiens (Human)	G6PT3_HUMAN	
ZNF77	Q15935	58492;	Homo sapiens (Human)	ZNF77_HUMAN	Q9C0B1-2; Q8WWY6; Q8N6F8; Q9BSH3; P30048; Q2I0M5; Q9BVN2
ETV6	P41212	2120;	Homo sapiens (Human)	ETV6_HUMAN	Q9BXS5; A0A0S2Z4M1; Q9UKV0-3; Q16236; Q96HA8; Q13526
PDK3	Q15120	5165;	Homo sapiens (Human)	PDK3_HUMAN	P10515
SOCS1	O15524	8651;	Homo sapiens (Human)	SOCS1_HUMAN	Q8N668; Q15369; P04626; Q04206; Q99961; Q77YG1
ZNF57	Q68EA5	126295;	Homo sapiens (Human)	ZNF57_HUMAN	Q9NPB3; G5E9A7; O95967; Q53GS7; P28799; P42858; O60333-2; Q96A72; Q9GZM8; P07196; D3DTS7; P60891; Q9Y3C5; P37840; Q7Z699; P26368-2; O76024; P15622-3; Q7Z3I7
FNTB	P49356	100529261;2342;	Homo sapiens (Human)	FNTB_HUMAN	P21549; Q9BWW8; Q8N5M1; Q8N4L8; G5E9A7; P49354; P31273; A5PL33-2; Q9H0W8; Q7Z699; O43711
ZBTB24	O43167	9841;	Homo sapiens (Human)	ZBT24_HUMAN	Q9BYV9; Q9H165-2; Q9H2G9; Q96LM5; O95273; P32320; Q8NHQ1; Q8TAP6; Q8NEL9-2; Q92997; A0A0C3SFZ9; Q96IK5; A6NEM1; Q6NT76; Q9UIH9; O00505; Q6A162; P60370; P60371; P60409; P60410; P60411; Q9BYR9; Q9BYR5; P26371; O95751; Q68G74; Q8TBB1; Q8N456; D6RGH6; Q99750; Q9UJV3-2; Q5VU43-2; Q8IXK0; Q9NRD5; Q7Z3K3; P78424; Q53GL6; P98175; Q9Y3Q8; Q9Y2D8; Q08117; Q08117-2; Q9BTD3; Q12933; O94972; Q8WV44; Q9BZW7; Q9H2G4; O43298; Q96BR9; Q96C00; O95789-4; Q8TF50; Q9UID6; Q9NQZ8; Q15937; Q3KQV3; Q96EG3; Q9UGI0; G5E9A7; P28799; P42858; O60333-2; O60260-5; Q9Y3C5; P37840; Q7Z699; Q13148; Q86WV8; O76024
DDX47	Q9H0S4	51202;	Homo sapiens (Human)	DDX47_HUMAN	O95166
RBBP8	Q99708	5932;	Homo sapiens (Human)	CTIP_HUMAN	P38398; Q9NVH0; Q9UQ84; P49959; O60934; O75475; P06400; Q99708; P25800; P61968; Q13526; Q08999
THAP10	Q9P2Z0	56906;	Homo sapiens (Human)	THA10_HUMAN	O95273; P63167; P60370; P60410; P60411; Q9BRK4; Q9Y5B8; Q9H8W4; P61289; Q03393
SAMD1	Q6SPF0	90378;	Homo sapiens (Human)	SAMD1_HUMAN	
RPL4	P36578	6124;	Homo sapiens (Human)	RL4_HUMAN	P42858; Q99558; P50914; Q02543; P46779; P60866
EMP1	P54849	2012;	Homo sapiens (Human)	EMP1_HUMAN	P16157-17; Q68DC2; Q9BQE5; Q13520; Q3SXY8; Q15041; P07307-3; Q99437; O15342; Q8WVV5; P51681; P11049; P09693; P19397; P11912; Q8NHQ1; O95484; Q9Y5Q5; P25025; Q15125; Q92838; Q08426; Q9Y282; O15552; Q96F15; O15529; Q9NZD1; P28335; Q6UXK2; Q9HDC5; P26715; Q86VI4; O95214; Q8TAF8; P43657; Q96PB8; Q8N112; P21145; Q13021; Q9GZW8; P35372-10; Q96CS7; Q01453; Q9UI14; Q9NS64; A2A2V5; Q9BZL3; Q9HBV2; P27105; Q8N205; Q0VAB0; Q9Y6I9; Q96MV1; B3SHH9; Q9NX00; A2RU14; Q8WW34-2; E9PQX1; Q9P0T7; Q5TGU0
PSEN1	P49768	5663;	Homo sapiens (Human)	PSN1_HUMAN	Q02410; P05067; P05067-4; P56817; Q16543; Q9BQ95; Q92542; Q9NZ42; P50502; P55061; P49755; Q9NZC2; P98084; P63010-2; P05067; P16870; Q5D0E6-2; Q9H816; Q9UHY8; Q06787-7; P02792; P68431; Q12891; Q6DN90-2; Q9NVX7-2; Q9BYQ4; Q9BYZ2; Q8TDB4; A4FUJ8; Q9Y605; Q86WS3; Q96FW1; Q13113; P53350; O14494; Q9NZ42; Q6ZNA4-2; Q9ULX5; Q8N488; Q2NKQ1-4; Q9GZS3; Q3KNW5; Q99932-2; O00300; Q96NC0; Q63053; P35613; Q92542
ZNF169	Q14929	169841;	Homo sapiens (Human)	ZN169_HUMAN	Q9NP86; O95273; Q8NHQ1; P60371; P60409
NARF	Q9UHQ1	26502;	Homo sapiens (Human)	NARF_HUMAN	
KRT82	Q9NSB4	3888;	Homo sapiens (Human)	KRT82_HUMAN	P27658; O14964; P49639; P19012; Q7Z3Y8; Q15323; Q14525; O76011; Q92764; Q6A162; Q9NRQ2; Q08AM6
GPX4	P36969	2879;	Homo sapiens (Human)	GPX4_HUMAN	
F11R	Q9Y624	50848;	Homo sapiens (Human)	JAM1_HUMAN	Q9NP70; P49069; Q8N5M9; Q92615; Q9P0N8; P50281; Q9BV20; Q96S97; Q8TEW0; Q9UHJ9-5; Q9UI14; O43765; Q9BRI3; P78382; Q5SQN1; P0DN84; Q9NV29; Q9BVK8; Q8N661
NGEF	Q8N5V2	25791;	Homo sapiens (Human)	NGEF_HUMAN	P22607; P28799; P06396; P01112; P04792; P42858; O60333-2; Q9Y3C5; O76024; Q9Y649
DCAF11	Q8TEB1	80344;	Homo sapiens (Human)	DCA11_HUMAN	O95994; Q16531; Q86YR5-3; Q15293; P19237; P48788; P12504
FPGT	O14772	8790;	Homo sapiens (Human)	FPGT_HUMAN	
ABCD4	O14678	5826;	Homo sapiens (Human)	ABCD4_HUMAN	O14678; Q9NUN5
BANP	Q8N9N5	54971;	Homo sapiens (Human)	BANP_HUMAN	Q13444; Q8WV93; P22557; Q9UL15; Q6P1W5; Q6P5X5; Q13557; A0A024R9H7; Q8TAP6; Q8IYR0; Q03692; A2VCK2; Q8WW22-2; Q5JZY3-3; Q6P1L5; Q86YD7; Q14192; Q6PIV2; Q8NEG0; Q969S9; Q9H1K1; Q96JM7; Q96BZ8; Q8TCE9; P25791; Q8TAP4; P61968; Q9Y333; Q02750; P61244; Q53S70; Q13084; Q14511; Q9BQI9; Q96BD5; Q7Z2X4; P11309; Q7Z3K3; Q8WUT1; P62875; P23284; P45877; P30405; O43741; Q9BVQ0; O00233; Q96QF0; Q14498-3; Q93062; Q08AM8; Q8TEC5; O15427; P14678-2; Q02086; W5XKT8; Q53NU3; P22105; O94842; P04637; Q12933; Q9BUZ4; Q12815; Q9HD64; Q53FD0; Q8NF64-2; Q96MN9; Q9P0T4; O94929-2; P22557-2; Q9NYG5-2; Q3KP44; Q9BQD7; Q03989; P15336; A0A0S2Z5G4; B4DE54; E9PJI6; Q8N9N5-2; Q6AI39; Q9H2G9; Q96DN7; Q6P1W5; Q9BXJ5; Q8WYQ4-2; Q53S99; Q3SXR2; Q96LM5; Q9HC52; Q96LY2-2; O00311; P46527; Q8TAP6; Q8IYR0; Q6WN34-2; Q03692; O43186; P67870; Q9UBR2; O60479; Q9H0I2; Q9NQ30; Q6P1L5; Q9NTX9; Q8WU58; Q86YD7; O95363; Q14192; Q5TD97; O75955; Q08050; Q08050-2; Q6PIV2; Q8NHY3; A6NEM1; Q9GZV7; Q9NQ87; Q96JK4-2; Q6ZQW0-2; P05019-2; Q86VF2-5; Q9C086; Q7L273; Q7Z7F0-4; Q9UIH9; Q8IUC2; P28838; Q8TCE9; P56470; Q969G2; Q68G74; Q6MZP7; P25800; Q8TAP4-4; P61968; Q5T3J3; Q02750; Q99750; P50221; Q6FHY5; Q96E11; Q8IXL7-2; Q7Z6M4; Q14511-2; P23511-2; Q9HAN9; A8MTQ0; Q9BQI9; Q495U3; Q9BYG5; P26367; Q96BD5; A0A0S2Z615; Q96EK2-3; Q8WWB5; Q9NPJ4; Q7Z3K3; P78424; P45877; Q9NQX0; O43741; P17252; P86480; Q6ZRT6; Q9NV39; Q9UIG4; Q96QF0-7; Q9Y4B4; Q04864-2; Q96CP1; Q9BSD3; Q15669; P17081; P52758; Q9BUL9; Q8N488; Q5SSQ6-2; Q14524-3; Q15047-2; O95295; P14678-2; Q9Y5X3-2; Q02086-2; Q02446; Q5MJ10; Q8NEQ6; Q15208; Q6ZVD7; P49848-3; P22105-1; O94900; O94842; Q12933; Q9BUZ4; Q9UPQ4-2; Q5W5X9-3; Q5T6F2; Q7KZS0; Q14119; Q2NL98; Q9BW85; P61981; Q9P1Z0; Q8NF64; O95789-4; Q86VK4-3; Q7Z4V0; Q6S9Z5; Q96KM6; Q9UK33; Q9P0T4; A0A1U9X8X8; Q8N9N5-2; O14627; Q8TAP6; O43186; O60479; Q14192; Q5TD97; Q08050; Q08050-2; Q96LI6; Q99750; P50221; Q6FHY5; Q7Z3K3; P86478; Q96QF0-7; Q04864-2; Q02446; O94842; Q12933; Q9BUZ4; Q8NF64
