From	Entry	GeneID	Organism
ENSG00000122490	K7EMG2		Homo sapiens (Human)
ENSG00000122490	K7EQ76		Homo sapiens (Human)
ENSG00000122490	K7ERD3		Homo sapiens (Human)
ENSG00000122490	K7ERV4		Homo sapiens (Human)
ENSG00000122490	X6R488		Homo sapiens (Human)
ENSG00000134668	Q6ZMY3	90853;	Homo sapiens (Human)
ENSG00000134668	E9PKC3		Homo sapiens (Human)
ENSG00000134668	E9PMX0		Homo sapiens (Human)
ENSG00000134668	E9PPM7		Homo sapiens (Human)
ENSG00000134668	E9PQH7		Homo sapiens (Human)
ENSG00000134668	H0YF46		Homo sapiens (Human)
ENSG00000143552	Q5VU65	91181;	Homo sapiens (Human)
ENSG00000143552	X6R6V8		Homo sapiens (Human)
ENSG00000073584	Q969G3	6605;	Homo sapiens (Human)
ENSG00000073584	A0A2R8Y4T4		Homo sapiens (Human)
ENSG00000073584	A0A2R8Y765		Homo sapiens (Human)
ENSG00000073584	A0A2R8Y7I9		Homo sapiens (Human)
ENSG00000073584	A0A2R8Y7U4		Homo sapiens (Human)
ENSG00000073584	A0A2R8Y855		Homo sapiens (Human)
ENSG00000073584	A0A2R8YD78		Homo sapiens (Human)
ENSG00000073584	A0A2R8YDD9		Homo sapiens (Human)
ENSG00000073584	A0A2R8YDQ4		Homo sapiens (Human)
ENSG00000073584	A0A2R8YEB8		Homo sapiens (Human)
ENSG00000073584	A0A2R8YES3		Homo sapiens (Human)
ENSG00000073584	A0A2R8YFC8		Homo sapiens (Human)
ENSG00000073584	A0A2U3TZQ7		Homo sapiens (Human)
ENSG00000073584	B4DGM3		Homo sapiens (Human)
ENSG00000073584	J3KT85		Homo sapiens (Human)
ENSG00000073584	J3QKS7		Homo sapiens (Human)
ENSG00000073584	J3QKX6		Homo sapiens (Human)
ENSG00000073584	J3QL66		Homo sapiens (Human)
ENSG00000073584	J3QR61		Homo sapiens (Human)
ENSG00000073584	J3QS32		Homo sapiens (Human)
ENSG00000101162	Q9H4B7	81027;	Homo sapiens (Human)
ENSG00000156502	Q8IYB8	6832;	Homo sapiens (Human)
ENSG00000156502	B1AR60		Homo sapiens (Human)
ENSG00000139880	Q86UP0	64403;	Homo sapiens (Human)
ENSG00000179855	Q8TF64	126326;	Homo sapiens (Human)
ENSG00000179855	A0A2R8Y651		Homo sapiens (Human)
ENSG00000183513	Q86WW8	493753;	Homo sapiens (Human)
ENSG00000183513	B9A057		Homo sapiens (Human)
ENSG00000011007	Q14241	6924;	Homo sapiens (Human)
ENSG00000189367	Q6ZU52	9729;	Homo sapiens (Human)
ENSG00000189367	E9PQS0		Homo sapiens (Human)
ENSG00000189367	H0YEM8		Homo sapiens (Human)
ENSG00000177144	A0A024RBG1	11163;	Homo sapiens (Human)
ENSG00000163950	Q14493	7884;	Homo sapiens (Human)
ENSG00000163950	E7EUV9	7884;	Homo sapiens (Human)
ENSG00000163950	F8W8D3		Homo sapiens (Human)
ENSG00000163950	H0YAE8		Homo sapiens (Human)
ENSG00000163950	H7C4H8		Homo sapiens (Human)
ENSG00000143603	Q9UGI6	3782;	Homo sapiens (Human)
ENSG00000143603	A0A087WYJ0	3782;	Homo sapiens (Human)
ENSG00000137171	Q9NSK0	89953;	Homo sapiens (Human)
ENSG00000137171	C9J8T5		Homo sapiens (Human)
ENSG00000137171	C9JQU1		Homo sapiens (Human)
ENSG00000137171	C9JXT5		Homo sapiens (Human)
ENSG00000137171	C9JZE5		Homo sapiens (Human)
ENSG00000137171	C9K0D5		Homo sapiens (Human)
ENSG00000137171	F8WCA4		Homo sapiens (Human)
ENSG00000137171	H7C4M1		Homo sapiens (Human)
ENSG00000118508	Q13637	10981;	Homo sapiens (Human)
ENSG00000213699	Q8N357	54978;	Homo sapiens (Human)
ENSG00000213699	F8WB19		Homo sapiens (Human)
ENSG00000213699	F8WCT7		Homo sapiens (Human)
ENSG00000225830	P0DP91	2074;	Homo sapiens (Human)
ENSG00000225830	Q03468	2074;	Homo sapiens (Human)
ENSG00000225830	A0A096LNQ7		Homo sapiens (Human)
ENSG00000225830	A0A7P0T7Y4		Homo sapiens (Human)
ENSG00000225830	A0A7P0T9G4		Homo sapiens (Human)
ENSG00000225830	A0A7P0TA32		Homo sapiens (Human)
ENSG00000225830	D6R9X7		Homo sapiens (Human)
ENSG00000139899	Q6UW01	643866;	Homo sapiens (Human)
ENSG00000139899	G3V2Y8		Homo sapiens (Human)
ENSG00000186666	Q7Z5W3	144233;	Homo sapiens (Human)
ENSG00000026559	Q9UIX4	3755;	Homo sapiens (Human)
ENSG00000026559	A0A075B6P6		Homo sapiens (Human)
ENSG00000026559	A2A2I8		Homo sapiens (Human)
ENSG00000026559	A2A2I9		Homo sapiens (Human)
ENSG00000026559	Q5JXL4		Homo sapiens (Human)
ENSG00000142700	Q96SC8	63950;	Homo sapiens (Human)
ENSG00000108100	Q8ND76	219771;	Homo sapiens (Human)
ENSG00000108100	R4GN48		Homo sapiens (Human)
ENSG00000108100	R4GNF3		Homo sapiens (Human)
ENSG00000105698	Q15853	7392;	Homo sapiens (Human)
ENSG00000105698	B4DLJ1		Homo sapiens (Human)
ENSG00000105698	M0QXT0		Homo sapiens (Human)
ENSG00000105698	M0QY46		Homo sapiens (Human)
ENSG00000105698	M0QYU7		Homo sapiens (Human)
ENSG00000105698	M0QZ39		Homo sapiens (Human)
ENSG00000105698	M0R1C6		Homo sapiens (Human)
ENSG00000105698	V9GYR5		Homo sapiens (Human)
ENSG00000151694	P78536	6868;	Homo sapiens (Human)
ENSG00000151694	A0A3B3ISQ1		Homo sapiens (Human)
ENSG00000151694	A0A3B3IST4		Homo sapiens (Human)
ENSG00000151694	A0A3B3ITB5		Homo sapiens (Human)
ENSG00000151694	A0A3B3ITW9		Homo sapiens (Human)
ENSG00000151694	A0A8V8TN27		Homo sapiens (Human)
ENSG00000151694	A0A8V8TNK2		Homo sapiens (Human)
ENSG00000151694	A0A8V8TNK7		Homo sapiens (Human)
ENSG00000151694	A0A8V8TPG8		Homo sapiens (Human)
ENSG00000151694	A0A8V8TPV7		Homo sapiens (Human)
ENSG00000151694	A6H8L4		Homo sapiens (Human)
ENSG00000151694	A8K1B4		Homo sapiens (Human)
ENSG00000101901	Q9NP73	79868;	Homo sapiens (Human)
ENSG00000101901	A0A087WT15	79868;	Homo sapiens (Human)
ENSG00000101901	A0A087WTT9		Homo sapiens (Human)
ENSG00000101901	A0A087WVG5		Homo sapiens (Human)
ENSG00000101901	A0A087WX01		Homo sapiens (Human)
ENSG00000101901	A0A087WX43	79868;	Homo sapiens (Human)
ENSG00000101901	A0A096LNJ4		Homo sapiens (Human)
ENSG00000101901	A0A096LNJ5		Homo sapiens (Human)
ENSG00000101901	A0A096LNL2		Homo sapiens (Human)
ENSG00000101901	A0A096LP10		Homo sapiens (Human)
ENSG00000101901	A0A096LP54		Homo sapiens (Human)
ENSG00000101901	A0A096LPI3		Homo sapiens (Human)
ENSG00000101901	A0A096LPK3		Homo sapiens (Human)
ENSG00000101901	A0A1B0GVW6		Homo sapiens (Human)
ENSG00000101901	A0A8V8TQ59		Homo sapiens (Human)
ENSG00000101901	D6RE84		Homo sapiens (Human)
ENSG00000183578	Q5GJ75	388121;	Homo sapiens (Human)
ENSG00000183578	A0A1B0GTK8	388121;	Homo sapiens (Human)
ENSG00000183578	A0A494C051		Homo sapiens (Human)
ENSG00000003400	Q92851	843;	Homo sapiens (Human)
ENSG00000003400	A0A8Q3SJ84		Homo sapiens (Human)
ENSG00000003400	A0A8Q3WLN0		Homo sapiens (Human)
ENSG00000003400	B4E3T5		Homo sapiens (Human)
ENSG00000175318	Q8IUY3	196996;	Homo sapiens (Human)
ENSG00000175318	H3BTA1		Homo sapiens (Human)
ENSG00000175318	H3BTF7		Homo sapiens (Human)
ENSG00000175318	H3BTY3		Homo sapiens (Human)
ENSG00000175318	H3BUI8		Homo sapiens (Human)
ENSG00000124198	Q9Y6D5	10564;	Homo sapiens (Human)
ENSG00000124198	A0A7P0T7Z2		Homo sapiens (Human)
ENSG00000124198	A0A7P0T9L6		Homo sapiens (Human)
ENSG00000124198	A0A7P0T9L9		Homo sapiens (Human)
ENSG00000124198	A0A7P0TA34		Homo sapiens (Human)
ENSG00000124198	A0A7P0TAV0		Homo sapiens (Human)
ENSG00000124198	A0A7P0Z446		Homo sapiens (Human)
ENSG00000213145	P50238	1396;	Homo sapiens (Human)
ENSG00000186431	P24071	2204;	Homo sapiens (Human)
ENSG00000065978	P67809	4904;	Homo sapiens (Human)
ENSG00000065978	C9J5V9		Homo sapiens (Human)
ENSG00000065978	H0Y449		Homo sapiens (Human)
ENSG00000284292	A0A1W2PNV4		Homo sapiens (Human)
ENSG00000284292	F8WFD3		Homo sapiens (Human)
ENSG00000186051	Q16559	6887;	Homo sapiens (Human)
ENSG00000184916	Q9Y219	3714;	Homo sapiens (Human)
ENSG00000164171	P17301	3673;	Homo sapiens (Human)
ENSG00000164171	D6R9H3		Homo sapiens (Human)
ENSG00000164171	D6RG08		Homo sapiens (Human)
ENSG00000164171	E7EMF1		Homo sapiens (Human)
ENSG00000164171	E7ESP4		Homo sapiens (Human)
ENSG00000164171	E9PB77		Homo sapiens (Human)
ENSG00000143921	Q9H221	64241;	Homo sapiens (Human)
ENSG00000143921	A0A2R8Y6M1		Homo sapiens (Human)
ENSG00000135972	P82933	64965;	Homo sapiens (Human)
ENSG00000135972	H7BZC4		Homo sapiens (Human)
ENSG00000011332	Q92782	8193;	Homo sapiens (Human)
ENSG00000011332	A0A804CCM0		Homo sapiens (Human)
ENSG00000011332	A0A804CYY4		Homo sapiens (Human)
ENSG00000011332	A0A8I5KWI2		Homo sapiens (Human)
ENSG00000011332	A0A8I5QL29	8193;	Homo sapiens (Human)
ENSG00000011332	C8C3P2	8193;	Homo sapiens (Human)
ENSG00000011332	C9IZH8		Homo sapiens (Human)
ENSG00000011332	C9JGC1		Homo sapiens (Human)
ENSG00000011332	E9PDV3	8193;	Homo sapiens (Human)
ENSG00000011332	F8WEC4		Homo sapiens (Human)
ENSG00000011332	J3KQY6		Homo sapiens (Human)
ENSG00000011332	K7EJD5		Homo sapiens (Human)
ENSG00000123329	Q9BRR9	64333;	Homo sapiens (Human)
ENSG00000123329	F8VQR0		Homo sapiens (Human)
ENSG00000123329	F8VQY5		Homo sapiens (Human)
ENSG00000123329	F8VR90		Homo sapiens (Human)
ENSG00000123329	F8VSD0		Homo sapiens (Human)
ENSG00000123329	F8VW89		Homo sapiens (Human)
ENSG00000123329	F8W1N6		Homo sapiens (Human)
ENSG00000123329	H0YI33		Homo sapiens (Human)
ENSG00000123329	H0YI36		Homo sapiens (Human)
ENSG00000123329	R4GN15		Homo sapiens (Human)
ENSG00000115232	P13612	3676;	Homo sapiens (Human)
ENSG00000115232	E7EP60		Homo sapiens (Human)
ENSG00000177426	Q15583	7050;	Homo sapiens (Human)
ENSG00000177426	F8VUY0		Homo sapiens (Human)
ENSG00000177426	F8VVS9		Homo sapiens (Human)
ENSG00000177426	F8VW34		Homo sapiens (Human)
ENSG00000177426	F8VWK5		Homo sapiens (Human)
ENSG00000177426	F8VX54		Homo sapiens (Human)
ENSG00000177426	F8VXG3		Homo sapiens (Human)
ENSG00000177426	F8VYL4		Homo sapiens (Human)
ENSG00000177426	F8VZH2		Homo sapiens (Human)
ENSG00000177426	F8W1J9		Homo sapiens (Human)
ENSG00000177426	J3KS32		Homo sapiens (Human)
ENSG00000162062	Q7L2K0	80178;	Homo sapiens (Human)
ENSG00000162062	H3BND0		Homo sapiens (Human)
ENSG00000162062	H3BPH1		Homo sapiens (Human)
ENSG00000162062	H3BTF6		Homo sapiens (Human)
ENSG00000162062	H3BU38		Homo sapiens (Human)
ENSG00000139793	Q5VZF2	10150;	Homo sapiens (Human)
ENSG00000139793	A0A7P0T9I3		Homo sapiens (Human)
ENSG00000139793	A0A8I5KU79		Homo sapiens (Human)
ENSG00000139793	A0A8I5KYZ5		Homo sapiens (Human)
ENSG00000139793	A0A994J506		Homo sapiens (Human)
ENSG00000139793	A0A994J509		Homo sapiens (Human)
ENSG00000139793	O95205		Homo sapiens (Human)
ENSG00000139793	Q5JSC0		Homo sapiens (Human)
ENSG00000176155	Q2TAC2	284001;	Homo sapiens (Human)
ENSG00000176155	A0A590UJT6		Homo sapiens (Human)
ENSG00000176155	A0A8Q3SHK3		Homo sapiens (Human)
ENSG00000176155	H7BYI8		Homo sapiens (Human)
ENSG00000176155	J3KRQ8		Homo sapiens (Human)
ENSG00000176155	J3KSU5		Homo sapiens (Human)
ENSG00000176155	J3QQX7		Homo sapiens (Human)
ENSG00000176155	K7N7D6		Homo sapiens (Human)
ENSG00000105610	Q13351	10661;	Homo sapiens (Human)
ENSG00000144655	Q96S65	64651;	Homo sapiens (Human)
ENSG00000133119	P40938	5983;	Homo sapiens (Human)
ENSG00000133119	A0A087X270		Homo sapiens (Human)
ENSG00000186453	Q86W67	653140;	Homo sapiens (Human)
ENSG00000186453	F2Z3J0		Homo sapiens (Human)
ENSG00000186453	H7C3M9		Homo sapiens (Human)
ENSG00000186453	H7C4B8		Homo sapiens (Human)
ENSG00000224940	C9JH25	401399;	Homo sapiens (Human)
ENSG00000224940	C9JVX5		Homo sapiens (Human)
ENSG00000224940	C9JWH6		Homo sapiens (Human)
ENSG00000224940	H7C4Q3		Homo sapiens (Human)
ENSG00000100473	O43405	1690;	Homo sapiens (Human)
ENSG00000100473	A0A2R8Y3T0		Homo sapiens (Human)
ENSG00000100473	A0A2U3TZE7	1690;	Homo sapiens (Human)
ENSG00000100473	G3V4C4		Homo sapiens (Human)
ENSG00000100473	G3V5G6		Homo sapiens (Human)
ENSG00000100473	G3V5V4		Homo sapiens (Human)
ENSG00000100473	G3V5X3		Homo sapiens (Human)
ENSG00000100473	H0YJJ0		Homo sapiens (Human)
ENSG00000100473	H0YJW4		Homo sapiens (Human)
ENSG00000117133	Q9H9Y2	80135;	Homo sapiens (Human)
ENSG00000117133	X6R7Q1		Homo sapiens (Human)
ENSG00000180878	Q8N5U0	160298;	Homo sapiens (Human)
ENSG00000067596	Q14562	1659;	Homo sapiens (Human)
ENSG00000067596	F5H658	1659;	Homo sapiens (Human)
ENSG00000067596	K7EJH9		Homo sapiens (Human)
ENSG00000067596	K7END7	1659;	Homo sapiens (Human)
ENSG00000067596	K7EQH7		Homo sapiens (Human)
ENSG00000075188	Q8NFH4	79023;	Homo sapiens (Human)
ENSG00000075188	F8VTY2		Homo sapiens (Human)
ENSG00000075188	F8VXF5		Homo sapiens (Human)
ENSG00000075188	H0YHK8		Homo sapiens (Human)
ENSG00000175287	Q5SRE7	254295;	Homo sapiens (Human)
ENSG00000175287	F8WCG7		Homo sapiens (Human)
ENSG00000175287	G5E9M0		Homo sapiens (Human)
ENSG00000175287	H7C2Q0		Homo sapiens (Human)
ENSG00000175287	H7C3M4		Homo sapiens (Human)
ENSG00000175287	I7HJS6		Homo sapiens (Human)
ENSG00000175287	X6RCI6		Homo sapiens (Human)
ENSG00000175287	X6RFQ9		Homo sapiens (Human)
ENSG00000175287	X6RJK6		Homo sapiens (Human)
ENSG00000258529	A0A087WV58		Homo sapiens (Human)
ENSG00000258529	A0A087WZ62		Homo sapiens (Human)
ENSG00000258529	F6VJS9		Homo sapiens (Human)
ENSG00000213588	Q96C00	221504;	Homo sapiens (Human)
ENSG00000213588	A0A087WTT7		Homo sapiens (Human)
ENSG00000213588	A0A087X1K1		Homo sapiens (Human)
ENSG00000213588	A0A087X1Z5		Homo sapiens (Human)
ENSG00000135097	O43347	4440;	Homo sapiens (Human)
ENSG00000135097	H0YHB7		Homo sapiens (Human)
ENSG00000187556	P60323	342977;	Homo sapiens (Human)
ENSG00000100284	O60784	10043;	Homo sapiens (Human)
ENSG00000100284	B0QY01		Homo sapiens (Human)
ENSG00000100284	B0QY02		Homo sapiens (Human)
ENSG00000100284	F8WAW7		Homo sapiens (Human)
ENSG00000100284	F8WB30		Homo sapiens (Human)
ENSG00000100284	F8WBB0		Homo sapiens (Human)
ENSG00000100284	F8WE29		Homo sapiens (Human)
ENSG00000100284	H7BYN7		Homo sapiens (Human)
ENSG00000100284	V9GYF4		Homo sapiens (Human)
ENSG00000100284	V9GZ68		Homo sapiens (Human)
ENSG00000110315	Q8WVD5	50862;	Homo sapiens (Human)
ENSG00000110315	E9PLX2		Homo sapiens (Human)
ENSG00000110315	E9PNF8		Homo sapiens (Human)
ENSG00000110315	E9PQV2		Homo sapiens (Human)
ENSG00000134996	Q92882	26578;	Homo sapiens (Human)
ENSG00000054965	Q92567	23201;	Homo sapiens (Human)
ENSG00000110693	P35712	55553;	Homo sapiens (Human)
ENSG00000110693	E9PN02		Homo sapiens (Human)
ENSG00000110693	E9PQ67		Homo sapiens (Human)
ENSG00000110693	E9PQ78		Homo sapiens (Human)
ENSG00000110693	E9PQL4		Homo sapiens (Human)
ENSG00000185052	Q9HC58	57419;	Homo sapiens (Human)
ENSG00000184292	P09758	4070;	Homo sapiens (Human)
ENSG00000170791	Q9BUK0	79145;	Homo sapiens (Human)
ENSG00000170791	E5RFN2		Homo sapiens (Human)
ENSG00000170791	E5RHM5	79145;	Homo sapiens (Human)
ENSG00000170791	E5RII1		Homo sapiens (Human)
ENSG00000170791	E5RJ08		Homo sapiens (Human)
ENSG00000170791	E5RJ15		Homo sapiens (Human)
ENSG00000170791	J3KPV1		Homo sapiens (Human)
ENSG00000162639	Q5T8I9	113802;	Homo sapiens (Human)
ENSG00000162639	A0A0A0MRN1		Homo sapiens (Human)
ENSG00000162639	X6RGV9		Homo sapiens (Human)
ENSG00000115073	P42025	10120;	Homo sapiens (Human)
ENSG00000100580	Q6PL24	283578;	Homo sapiens (Human)
ENSG00000174788	Q8IVA1	126006;	Homo sapiens (Human)
ENSG00000149100	Q7L2H7	10480;	Homo sapiens (Human)
ENSG00000149100	E7ESM3		Homo sapiens (Human)
ENSG00000149100	E9PN86		Homo sapiens (Human)
ENSG00000149100	E9PRI2		Homo sapiens (Human)
ENSG00000149100	E9PRY0		Homo sapiens (Human)
ENSG00000149100	E9PSB3		Homo sapiens (Human)
ENSG00000149100	H0YCQ8		Homo sapiens (Human)
ENSG00000149100	J3KNJ2		Homo sapiens (Human)
ENSG00000141639	P31152	5596;	Homo sapiens (Human)
ENSG00000141639	B4DEW2	5596;	Homo sapiens (Human)
ENSG00000141639	K7ELV1	5596;	Homo sapiens (Human)
ENSG00000141639	K7EN18		Homo sapiens (Human)
ENSG00000278540	Q13085	31;	Homo sapiens (Human)
ENSG00000278540	A0A087WVR6		Homo sapiens (Human)
ENSG00000278540	A0A087WWN5		Homo sapiens (Human)
ENSG00000278540	A0A087WYK6		Homo sapiens (Human)
ENSG00000278540	A0A087WYS8		Homo sapiens (Human)
ENSG00000278540	A0A087X0W4		Homo sapiens (Human)
ENSG00000278540	A0A087X126		Homo sapiens (Human)
ENSG00000278540	A0A087X2F8		Homo sapiens (Human)
ENSG00000278540	A0A0C4DGT1		Homo sapiens (Human)
ENSG00000278540	Q59FY4		Homo sapiens (Human)
ENSG00000179399	P78333	2262;	Homo sapiens (Human)
ENSG00000179399	A0A087WX13		Homo sapiens (Human)
ENSG00000179399	A0A087WX91		Homo sapiens (Human)
ENSG00000269547	M0R2C6		Homo sapiens (Human)
ENSG00000135049	Q9UPW5	23287;	Homo sapiens (Human)
ENSG00000135049	J3KNS1	23287;	Homo sapiens (Human)
ENSG00000141384	Q92750	6875;	Homo sapiens (Human)
ENSG00000141384	J3KTH2	6875;	Homo sapiens (Human)
ENSG00000063978	P78317	6047;	Homo sapiens (Human)
ENSG00000063978	D6R9E0		Homo sapiens (Human)
ENSG00000063978	D6RA71		Homo sapiens (Human)
ENSG00000063978	D6RAD8		Homo sapiens (Human)
ENSG00000063978	D6RBQ7		Homo sapiens (Human)
ENSG00000063978	D6RBZ1		Homo sapiens (Human)
ENSG00000063978	D6RJF5		Homo sapiens (Human)
ENSG00000173451	Q9H0W7	83591;	Homo sapiens (Human)
ENSG00000173451	F8VW94		Homo sapiens (Human)
ENSG00000173451	F8VYP5		Homo sapiens (Human)
ENSG00000173451	F8W1B8		Homo sapiens (Human)
ENSG00000044459	Q9NXG0	54875;	Homo sapiens (Human)
ENSG00000115944	O14548	9167;	Homo sapiens (Human)
ENSG00000115944	E5RFH8		Homo sapiens (Human)
ENSG00000115944	E5RJZ1		Homo sapiens (Human)
ENSG00000115944	H0YBD2		Homo sapiens (Human)
ENSG00000174547	Q9Y3B7	65003;	Homo sapiens (Human)
ENSG00000174547	E9PQB6		Homo sapiens (Human)
ENSG00000174547	H0YCD5		Homo sapiens (Human)
ENSG00000166436	A0A2R8YE93		Homo sapiens (Human)
ENSG00000166436	A0A8Z5E822	9866;	Homo sapiens (Human)
ENSG00000166436	A0A994J572		Homo sapiens (Human)
ENSG00000166436	A0A994J5L5		Homo sapiens (Human)
ENSG00000166436	A0A994J7V7	9866;	Homo sapiens (Human)
ENSG00000166436	B5MCJ9		Homo sapiens (Human)
ENSG00000166436	H0YF52		Homo sapiens (Human)
ENSG00000011566	Q8IVH8	8491;	Homo sapiens (Human)
ENSG00000011566	F5H5A3		Homo sapiens (Human)
ENSG00000011566	F8WAZ1		Homo sapiens (Human)
ENSG00000011566	F8WBC3		Homo sapiens (Human)
ENSG00000011566	H7C1A4		Homo sapiens (Human)
ENSG00000011566	V9GY95		Homo sapiens (Human)
ENSG00000049089	Q14055	1298;	Homo sapiens (Human)
ENSG00000049089	A0A2R8YFT7		Homo sapiens (Human)
ENSG00000049089	B1AKJ3		Homo sapiens (Human)
ENSG00000049089	H0Y409		Homo sapiens (Human)
ENSG00000135976	A6QL64	375248;	Homo sapiens (Human)
ENSG00000138134	Q96FJ0	57559;	Homo sapiens (Human)
ENSG00000179010	Q9Y605	93621;	Homo sapiens (Human)
ENSG00000187792	Q9UC06	7621;	Homo sapiens (Human)
ENSG00000114439	Q8WY36	56987;	Homo sapiens (Human)
ENSG00000114439	C9IYG9		Homo sapiens (Human)
ENSG00000114439	C9IYS9		Homo sapiens (Human)
ENSG00000114439	C9J067		Homo sapiens (Human)
ENSG00000114439	C9J0J4		Homo sapiens (Human)
ENSG00000114439	C9J8D0		Homo sapiens (Human)
ENSG00000114439	C9JA69		Homo sapiens (Human)
ENSG00000114439	C9JC04		Homo sapiens (Human)
ENSG00000114439	C9JD74		Homo sapiens (Human)
ENSG00000114439	C9JE62		Homo sapiens (Human)
ENSG00000114439	C9JIZ2		Homo sapiens (Human)
ENSG00000114439	C9JNU3		Homo sapiens (Human)
ENSG00000114439	C9JSH4		Homo sapiens (Human)
ENSG00000114439	C9JYU6		Homo sapiens (Human)
ENSG00000114439	C9JZA0		Homo sapiens (Human)
ENSG00000114439	C9K0D1		Homo sapiens (Human)
ENSG00000114439	H7C1Q0		Homo sapiens (Human)
ENSG00000114439	H7C1U1		Homo sapiens (Human)
ENSG00000105467	O95473	23546;	Homo sapiens (Human)
ENSG00000105467	M0QXW6		Homo sapiens (Human)
ENSG00000105467	M0QYL0		Homo sapiens (Human)
ENSG00000105467	M0R1Y8		Homo sapiens (Human)
ENSG00000183876	Q5FYB1	340075;	Homo sapiens (Human)
ENSG00000183876	D6RDH0		Homo sapiens (Human)
ENSG00000169826	Q8N6G5	55454;	Homo sapiens (Human)
ENSG00000134574	Q92466	1643;	Homo sapiens (Human)
ENSG00000134574	A0A087WTQ7		Homo sapiens (Human)
ENSG00000134574	A0A087WV56		Homo sapiens (Human)
ENSG00000134574	A0A087WW71		Homo sapiens (Human)
ENSG00000134574	A0A087WYT8		Homo sapiens (Human)
ENSG00000134574	A0A087X0X5		Homo sapiens (Human)
ENSG00000163444	Q8IXX5	92703;	Homo sapiens (Human)
ENSG00000176974	P34896	6470;	Homo sapiens (Human)
ENSG00000176974	J3KRK5		Homo sapiens (Human)
ENSG00000176974	J3KRZ5		Homo sapiens (Human)
ENSG00000198960	Q7L4S7	54470;	Homo sapiens (Human)
ENSG00000140287	P19113	3067;	Homo sapiens (Human)
ENSG00000140287	H0YLF0		Homo sapiens (Human)
ENSG00000138092	Q9BU64	79172;	Homo sapiens (Human)
ENSG00000005156	P49916	3980;	Homo sapiens (Human)
ENSG00000005156	K7EJR4		Homo sapiens (Human)
ENSG00000005156	K7ELY6		Homo sapiens (Human)
ENSG00000005156	K7ENR9		Homo sapiens (Human)
ENSG00000005156	K7EQB6		Homo sapiens (Human)
ENSG00000005156	K7ERZ5		Homo sapiens (Human)
ENSG00000178372	Q9NZT1	51806;	Homo sapiens (Human)
ENSG00000179580	Q2KHN1	146310;	Homo sapiens (Human)
ENSG00000179580	A0A0C4DFQ4		Homo sapiens (Human)
ENSG00000179580	H3BNJ8	146310;	Homo sapiens (Human)
ENSG00000148408	Q00975	774;	Homo sapiens (Human)
ENSG00000148408	B1AQK6		Homo sapiens (Human)
ENSG00000148408	B1AQK7		Homo sapiens (Human)
ENSG00000148408	H0Y7I8		Homo sapiens (Human)
ENSG00000106367	P61966	1174;	Homo sapiens (Human)
ENSG00000106367	A0A2R8Y7S3		Homo sapiens (Human)
ENSG00000106367	A0A2R8YGH5		Homo sapiens (Human)
ENSG00000106367	H7C1E4		Homo sapiens (Human)
ENSG00000158955	O14905	7484;	Homo sapiens (Human)
ENSG00000158955	E7EPC3	7484;	Homo sapiens (Human)
ENSG00000158955	I3L0L8		Homo sapiens (Human)
ENSG00000100483	Q9H867	79609;	Homo sapiens (Human)
ENSG00000186918	Q9H8N7	55893;	Homo sapiens (Human)
ENSG00000186918	A0A0C4DGD9		Homo sapiens (Human)
ENSG00000186918	E5RFV4		Homo sapiens (Human)
ENSG00000186918	E5RG59		Homo sapiens (Human)
ENSG00000186918	E5RGF1		Homo sapiens (Human)
ENSG00000186918	E5RH90		Homo sapiens (Human)
ENSG00000186918	H0YAN1		Homo sapiens (Human)
ENSG00000149809	O76062	7108;	Homo sapiens (Human)
ENSG00000149809	E9PK81		Homo sapiens (Human)
ENSG00000149809	E9PLI3		Homo sapiens (Human)
ENSG00000149809	E9PLL1		Homo sapiens (Human)
ENSG00000149809	E9PLS9		Homo sapiens (Human)
ENSG00000149809	E9PP79		Homo sapiens (Human)
ENSG00000149809	E9PQ50		Homo sapiens (Human)
ENSG00000149809	E9PQZ7		Homo sapiens (Human)
ENSG00000149809	E9PRQ1		Homo sapiens (Human)
ENSG00000149809	E9PS09		Homo sapiens (Human)
ENSG00000149809	E9PS18		Homo sapiens (Human)
ENSG00000149809	H0YCI8		Homo sapiens (Human)
ENSG00000149809	H0YDY5		Homo sapiens (Human)
ENSG00000149809	H0YEN6		Homo sapiens (Human)
ENSG00000177602	Q8TF76	83903;	Homo sapiens (Human)
ENSG00000228696	Q8IVW1	100506084;100996709;51326;	Homo sapiens (Human)
ENSG00000228696	A0A994J5L7		Homo sapiens (Human)
ENSG00000228696	A0A994J5X1		Homo sapiens (Human)
ENSG00000228696	I3L1A0		Homo sapiens (Human)
ENSG00000073331	Q96QP1	80216;	Homo sapiens (Human)
ENSG00000073331	B3KUH8		Homo sapiens (Human)
ENSG00000073331	B4E0R2		Homo sapiens (Human)
ENSG00000073331	D6RB29		Homo sapiens (Human)
ENSG00000128886	Q9HB65	80237;	Homo sapiens (Human)
ENSG00000128886	C9JHD8		Homo sapiens (Human)
ENSG00000165917	Q13702	5913;	Homo sapiens (Human)
ENSG00000165917	E9PJP9		Homo sapiens (Human)
ENSG00000165917	E9PK11		Homo sapiens (Human)
ENSG00000186567	Q7Z692	56971;	Homo sapiens (Human)
ENSG00000186567	A0A087WWX9		Homo sapiens (Human)
ENSG00000186567	K7EK61		Homo sapiens (Human)
ENSG00000100427	Q15049	23209;	Homo sapiens (Human)
ENSG00000100427	A6PVC3		Homo sapiens (Human)
