From	Entry	GeneID	Organism
ENSG00000130717	Q9HA47	83549;	Homo sapiens (Human)
ENSG00000130717	G3V170		Homo sapiens (Human)
ENSG00000198925	Q7Z3C6	79065;	Homo sapiens (Human)
ENSG00000198925	C9IYZ9		Homo sapiens (Human)
ENSG00000198925	C9JD65		Homo sapiens (Human)
ENSG00000198925	C9JDK4		Homo sapiens (Human)
ENSG00000198925	C9JFV2		Homo sapiens (Human)
ENSG00000198925	C9JKV7		Homo sapiens (Human)
ENSG00000198925	C9JS65		Homo sapiens (Human)
ENSG00000198925	C9JX27		Homo sapiens (Human)
ENSG00000198925	C9JXG2		Homo sapiens (Human)
ENSG00000198925	F2Z3I6		Homo sapiens (Human)
ENSG00000198925	H7C1G6		Homo sapiens (Human)
ENSG00000276293	P78356	8396;	Homo sapiens (Human)
ENSG00000276293	A0A087WT35		Homo sapiens (Human)
ENSG00000241839	Q8TD55	80301;	Homo sapiens (Human)
ENSG00000197753	Q8TAF8	222662;	Homo sapiens (Human)
ENSG00000197753	A0A494BZZ7		Homo sapiens (Human)
ENSG00000197753	A0A494C136		Homo sapiens (Human)
ENSG00000173083	Q9Y251	10855;	Homo sapiens (Human)
ENSG00000173083	A0A7P0TBD9		Homo sapiens (Human)
ENSG00000173083	D6RAQ1		Homo sapiens (Human)
ENSG00000173083	D6RHG4		Homo sapiens (Human)
ENSG00000196975	P09525	307;	Homo sapiens (Human)
ENSG00000196975	A0A0U1RRE7		Homo sapiens (Human)
ENSG00000196975	A0A1Y8EKW3		Homo sapiens (Human)
ENSG00000196975	B4E1S2		Homo sapiens (Human)
ENSG00000196975	Q6P452	307;	Homo sapiens (Human)
ENSG00000117069	Q9BVH7	81849;	Homo sapiens (Human)
ENSG00000117069	F2Z2C8		Homo sapiens (Human)
ENSG00000204856	Q8WUB2	29902;	Homo sapiens (Human)
ENSG00000204856	F8VXY8		Homo sapiens (Human)
ENSG00000135439	Q99490	116986;	Homo sapiens (Human)
ENSG00000135439	F8VVT9	116986;	Homo sapiens (Human)
ENSG00000135439	H0YHB1		Homo sapiens (Human)
ENSG00000135439	J3KNM6		Homo sapiens (Human)
ENSG00000178252	Q9NNW5	11180;	Homo sapiens (Human)
ENSG00000178252	A0A087X295	11180;	Homo sapiens (Human)
ENSG00000178252	C9JFP6		Homo sapiens (Human)
ENSG00000178252	C9K020		Homo sapiens (Human)
ENSG00000178252	E5RFX3		Homo sapiens (Human)
ENSG00000178252	E9PBK6		Homo sapiens (Human)
ENSG00000178252	E9PDU5	11180;	Homo sapiens (Human)
ENSG00000178252	F8WE36		Homo sapiens (Human)
ENSG00000178252	V9GYU1		Homo sapiens (Human)
ENSG00000178252	V9GZ48		Homo sapiens (Human)
ENSG00000178252	V9GZ65		Homo sapiens (Human)
ENSG00000129226	P34810	968;	Homo sapiens (Human)
ENSG00000129226	J3KRX0		Homo sapiens (Human)
ENSG00000129226	J3KT24		Homo sapiens (Human)
ENSG00000100650	Q13243	6430;	Homo sapiens (Human)
ENSG00000100650	B4DJK0		Homo sapiens (Human)
ENSG00000100650	B4DUA4		Homo sapiens (Human)
ENSG00000100650	G3V5K8		Homo sapiens (Human)
ENSG00000135241	Q9NP80	50640;	Homo sapiens (Human)
ENSG00000135241	A0A0C4DG51		Homo sapiens (Human)
ENSG00000135241	C9J9W9		Homo sapiens (Human)
ENSG00000135241	C9JAX4		Homo sapiens (Human)
ENSG00000176225	Q86VV8	25914;	Homo sapiens (Human)
ENSG00000176225	A0A1W2PPP3		Homo sapiens (Human)
ENSG00000176225	A0A1W2PPP7		Homo sapiens (Human)
ENSG00000176225	A0A1W2PQI7		Homo sapiens (Human)
ENSG00000176225	A0A1W2PR21		Homo sapiens (Human)
ENSG00000176225	A0A1W2PR32		Homo sapiens (Human)
ENSG00000176225	A0A1W2PR96		Homo sapiens (Human)
ENSG00000176225	A0A7I2V5W4		Homo sapiens (Human)
ENSG00000176225	A0A7I2V670		Homo sapiens (Human)
ENSG00000176225	J3KSV7		Homo sapiens (Human)
ENSG00000176225	J3KT00		Homo sapiens (Human)
ENSG00000176225	J3KTD2		Homo sapiens (Human)
ENSG00000102221	Q92613	9767;	Homo sapiens (Human)
ENSG00000102221	F2Z2B6		Homo sapiens (Human)
ENSG00000102221	F2Z3N8		Homo sapiens (Human)
ENSG00000198028	Q96MR9	147741;	Homo sapiens (Human)
ENSG00000087095	Q9UBE8	51701;	Homo sapiens (Human)
ENSG00000087095	H0YD75		Homo sapiens (Human)
ENSG00000087095	J3QSE9		Homo sapiens (Human)
ENSG00000163888	Q96S95	94032;	Homo sapiens (Human)
ENSG00000085733	Q14247	2017;	Homo sapiens (Human)
ENSG00000085733	H0YCD9		Homo sapiens (Human)
ENSG00000085733	H0YEV2		Homo sapiens (Human)
ENSG00000124508	Q8WVV5	10385;	Homo sapiens (Human)
ENSG00000124508	C9IY66		Homo sapiens (Human)
ENSG00000124508	C9IZY2		Homo sapiens (Human)
ENSG00000124508	C9J8J5		Homo sapiens (Human)
ENSG00000124508	C9J8R3		Homo sapiens (Human)
ENSG00000124508	C9JAJ6		Homo sapiens (Human)
ENSG00000124508	C9JWH2		Homo sapiens (Human)
ENSG00000124508	F8WC65		Homo sapiens (Human)
ENSG00000124508	H7C4E8		Homo sapiens (Human)
ENSG00000163263	Q5VU69	388701;	Homo sapiens (Human)
ENSG00000129596	Q16878	1036;	Homo sapiens (Human)
ENSG00000183648	O75438	4707;	Homo sapiens (Human)
ENSG00000167549	Q6QEF8	84940;	Homo sapiens (Human)
ENSG00000167549	A0A804HHT2		Homo sapiens (Human)
ENSG00000167549	A0A804HI92		Homo sapiens (Human)
ENSG00000167549	A0A804HLC9		Homo sapiens (Human)
ENSG00000167549	J3KSS5		Homo sapiens (Human)
ENSG00000167549	J3QLV6		Homo sapiens (Human)
ENSG00000167549	J3QRV4		Homo sapiens (Human)
ENSG00000167549	J3QSC1		Homo sapiens (Human)
ENSG00000167549	K7ERF4		Homo sapiens (Human)
ENSG00000158864	O75306	4720;	Homo sapiens (Human)
ENSG00000158864	A0A7I2V2B9		Homo sapiens (Human)
ENSG00000158864	A0A7I2V2P1		Homo sapiens (Human)
ENSG00000158864	A0A7I2V3J6		Homo sapiens (Human)
ENSG00000158864	A0A7I2V410		Homo sapiens (Human)
ENSG00000158864	A0A7I2V4G5		Homo sapiens (Human)
ENSG00000158864	A0A7I2V4W5		Homo sapiens (Human)
ENSG00000158864	A0A7I2V4X8		Homo sapiens (Human)
ENSG00000158864	A0A7I2V517		Homo sapiens (Human)
ENSG00000158864	A0A7I2V596		Homo sapiens (Human)
ENSG00000158864	A0A7I2V5D5		Homo sapiens (Human)
ENSG00000158864	A0A7I2V5E2		Homo sapiens (Human)
ENSG00000158864	A0A7I2V5G4		Homo sapiens (Human)
ENSG00000158864	A0A7I2V5X7		Homo sapiens (Human)
ENSG00000158864	A0A7I2V630		Homo sapiens (Human)
ENSG00000158864	A0A7I2YQD8		Homo sapiens (Human)
ENSG00000158864	A0A7I2YQG7		Homo sapiens (Human)
ENSG00000158864	A0A7I2YQX7		Homo sapiens (Human)
ENSG00000075142	P30626	6717;	Homo sapiens (Human)
ENSG00000075142	B4DHQ6	6717;	Homo sapiens (Human)
ENSG00000075142	C9J0K6		Homo sapiens (Human)
ENSG00000075142	E9PG82		Homo sapiens (Human)
ENSG00000186111	O60331	23396;	Homo sapiens (Human)
ENSG00000186111	A0A7P0T808		Homo sapiens (Human)
ENSG00000186111	A0A7P0TAE7		Homo sapiens (Human)
ENSG00000126264	Q9UBK5	10870;	Homo sapiens (Human)
ENSG00000004864	Q9UJS0	10165;	Homo sapiens (Human)
ENSG00000004864	R4GN64		Homo sapiens (Human)
ENSG00000104524	Q53H96	65263;	Homo sapiens (Human)
ENSG00000104524	A0A087WTU2		Homo sapiens (Human)
ENSG00000104524	A0A0A0MQS1	65263;	Homo sapiens (Human)
ENSG00000104524	B5MD87		Homo sapiens (Human)
ENSG00000104524	F8WEI0		Homo sapiens (Human)
ENSG00000111716	P07195	3945;	Homo sapiens (Human)
ENSG00000111716	A0A5F9ZHM4	3945;	Homo sapiens (Human)
ENSG00000111716	A8MW50		Homo sapiens (Human)
ENSG00000111716	C9J7H8		Homo sapiens (Human)
ENSG00000111716	F5H793		Homo sapiens (Human)
ENSG00000139219	P02458	1280;	Homo sapiens (Human)
ENSG00000197622	Q9NRR8	56882;	Homo sapiens (Human)
ENSG00000143319	Q9H9L3	81875;	Homo sapiens (Human)
ENSG00000163154	Q6P589	79626;	Homo sapiens (Human)
ENSG00000171051	P21462	2357;	Homo sapiens (Human)
ENSG00000171051	M0QZT0		Homo sapiens (Human)
ENSG00000171051	M0R315		Homo sapiens (Human)
ENSG00000151779	A2RRP1	51594;	Homo sapiens (Human)
ENSG00000151779	A0A8V8TP87		Homo sapiens (Human)
ENSG00000151779	A0A8V8TPL8		Homo sapiens (Human)
ENSG00000151779	A0A8V8TPS6		Homo sapiens (Human)
ENSG00000151779	A0A8V8TPT1		Homo sapiens (Human)
ENSG00000151779	A0A8V8TQK6		Homo sapiens (Human)
ENSG00000151779	A0A8V8TQX6		Homo sapiens (Human)
ENSG00000151779	A0A8V8TQY0		Homo sapiens (Human)
ENSG00000151779	H0Y5G7		Homo sapiens (Human)
ENSG00000151779	H7BZR3		Homo sapiens (Human)
ENSG00000151779	H7BZU5		Homo sapiens (Human)
ENSG00000151779	H7C1U4		Homo sapiens (Human)
ENSG00000151779	H7C1Y9		Homo sapiens (Human)
ENSG00000163993	P25815	6286;	Homo sapiens (Human)
ENSG00000139405	Q96K30	84934;	Homo sapiens (Human)
ENSG00000139405	A0A087X1G3		Homo sapiens (Human)
ENSG00000187634	Q96NU1	148398;	Homo sapiens (Human)
ENSG00000187634	A0A087WU74		Homo sapiens (Human)
ENSG00000187634	A0A087WX24		Homo sapiens (Human)
ENSG00000187634	A0A087WXB3		Homo sapiens (Human)
ENSG00000187634	A0A087WYU3		Homo sapiens (Human)
ENSG00000187634	A0A087WYW1		Homo sapiens (Human)
ENSG00000187634	A0A087X1J5		Homo sapiens (Human)
ENSG00000187634	A0A087X223		Homo sapiens (Human)
ENSG00000187634	H7BY14		Homo sapiens (Human)
ENSG00000187634	H7C3J6		Homo sapiens (Human)
ENSG00000187634	Q5SV95		Homo sapiens (Human)
ENSG00000099960	O43246	6545;	Homo sapiens (Human)
ENSG00000099960	C9JM63		Homo sapiens (Human)
ENSG00000090661	Q9HA82	79603;	Homo sapiens (Human)
ENSG00000090661	H0YKC9		Homo sapiens (Human)
ENSG00000090661	H0YKR4		Homo sapiens (Human)
ENSG00000090661	H0YKS3		Homo sapiens (Human)
ENSG00000090661	H0YLY3		Homo sapiens (Human)
ENSG00000090661	H0YMY6		Homo sapiens (Human)
ENSG00000090661	H0YN04		Homo sapiens (Human)
ENSG00000090661	H0YNR6		Homo sapiens (Human)
ENSG00000156860	Q9HAH7	64319;	Homo sapiens (Human)
ENSG00000156860	H3BRE6		Homo sapiens (Human)
ENSG00000156860	J3KNZ9	64319;	Homo sapiens (Human)
ENSG00000124635	P06899	8970;	Homo sapiens (Human)
ENSG00000124635	U3KPT8		Homo sapiens (Human)
ENSG00000101746	O94818	8715;	Homo sapiens (Human)
ENSG00000101746	K7EID6		Homo sapiens (Human)
ENSG00000101746	K7EIK8		Homo sapiens (Human)
ENSG00000101746	K7ENM5		Homo sapiens (Human)
ENSG00000101746	K7EPC5		Homo sapiens (Human)
ENSG00000101746	K7EQ17		Homo sapiens (Human)
ENSG00000139350	Q8NHV4	121441;	Homo sapiens (Human)
ENSG00000139350	G3V2M9		Homo sapiens (Human)
ENSG00000139350	G3V2S2		Homo sapiens (Human)
ENSG00000139350	G3V2V3		Homo sapiens (Human)
ENSG00000139350	G3V4I9		Homo sapiens (Human)
ENSG00000139350	G3V4L2		Homo sapiens (Human)
ENSG00000099256	Q9NRG1	56952;	Homo sapiens (Human)
ENSG00000173868	Q8TCT1	162466;	Homo sapiens (Human)
ENSG00000173868	D6RB58		Homo sapiens (Human)
ENSG00000173868	D6RHH9		Homo sapiens (Human)
ENSG00000173868	D6RIT6		Homo sapiens (Human)
ENSG00000173868	I3L4N1		Homo sapiens (Human)
ENSG00000137947	Q00403	2959;	Homo sapiens (Human)
ENSG00000137947	B1APE1		Homo sapiens (Human)
ENSG00000137947	B1APE2		Homo sapiens (Human)
ENSG00000162368	P30085	51727;	Homo sapiens (Human)
ENSG00000162368	A0A494BXC7	51727;	Homo sapiens (Human)
ENSG00000162368	A0A8V8TMN5		Homo sapiens (Human)
ENSG00000162368	E9PJD2		Homo sapiens (Human)
ENSG00000162368	Q5T0D2		Homo sapiens (Human)
ENSG00000100592	Q9Y4D1	23002;	Homo sapiens (Human)
ENSG00000100592	G3V275		Homo sapiens (Human)
ENSG00000100577	O43708	2954;	Homo sapiens (Human)
ENSG00000100577	A0A0A0MR33	2954;	Homo sapiens (Human)
ENSG00000100577	A0A0C4DFM0	2954;	Homo sapiens (Human)
ENSG00000100577	G3V267		Homo sapiens (Human)
ENSG00000100577	G3V3B9		Homo sapiens (Human)
ENSG00000100577	G3V4T6		Homo sapiens (Human)
ENSG00000100577	G3V5G8		Homo sapiens (Human)
ENSG00000100577	G3V5T0		Homo sapiens (Human)
ENSG00000100577	G3V5U6		Homo sapiens (Human)
ENSG00000100577	H0YJN8		Homo sapiens (Human)
ENSG00000143013	P61968	8543;	Homo sapiens (Human)
ENSG00000273899	Q9UGY1	79159;	Homo sapiens (Human)
ENSG00000165376	P57739	9075;	Homo sapiens (Human)
ENSG00000244395	P0C7P1	378949;	Homo sapiens (Human)
ENSG00000244395	F2Z2U1		Homo sapiens (Human)
ENSG00000227234	Q9NS25	728695;	Homo sapiens (Human)
ENSG00000156990	Q6P087	285367;	Homo sapiens (Human)
ENSG00000156990	C9JM75		Homo sapiens (Human)
ENSG00000156990	H7C0K7		Homo sapiens (Human)
ENSG00000156990	H7C0R9		Homo sapiens (Human)
ENSG00000156990	H7C1H7		Homo sapiens (Human)
ENSG00000156990	H7C2C3		Homo sapiens (Human)
ENSG00000156990	H7C454		Homo sapiens (Human)
ENSG00000180543	Q86VY4	85453;	Homo sapiens (Human)
ENSG00000105519	Q13938	828;	Homo sapiens (Human)
ENSG00000105519	A0A499FJ41		Homo sapiens (Human)
ENSG00000105519	K7ES72		Homo sapiens (Human)
ENSG00000012963	Q8N806	55148;	Homo sapiens (Human)
ENSG00000012963	G3V253		Homo sapiens (Human)
ENSG00000012963	G3V2G3		Homo sapiens (Human)
ENSG00000012963	G3V336		Homo sapiens (Human)
ENSG00000012963	H0YJA0		Homo sapiens (Human)
ENSG00000012963	H0YJM2		Homo sapiens (Human)
ENSG00000012963	H0YJY4		Homo sapiens (Human)
ENSG00000182400	Q86SZ2	122553;	Homo sapiens (Human)
ENSG00000182400	G3V2H7		Homo sapiens (Human)
ENSG00000182400	G3V4C3		Homo sapiens (Human)
ENSG00000105662	Q6UUV9	23373;	Homo sapiens (Human)
ENSG00000105662	M0QX46		Homo sapiens (Human)
ENSG00000105662	M0QXN6		Homo sapiens (Human)
ENSG00000108021	Q5VWN6	54906;	Homo sapiens (Human)
ENSG00000108021	A0A1D5RMU0		Homo sapiens (Human)
ENSG00000108021	A0A2R8YCL4		Homo sapiens (Human)
ENSG00000108021	A0A2R8YCW7		Homo sapiens (Human)
ENSG00000108021	A0A2R8YH03		Homo sapiens (Human)
ENSG00000108021	A0A8Q3SI29		Homo sapiens (Human)
ENSG00000108021	A0A8Q3SI30		Homo sapiens (Human)
ENSG00000108021	A0A8Q3SI42		Homo sapiens (Human)
ENSG00000108021	A0A8Q3SI68		Homo sapiens (Human)
ENSG00000108021	A0A8Q3SI84		Homo sapiens (Human)
ENSG00000108021	A0A8V8TMM4		Homo sapiens (Human)
ENSG00000108021	A0A8V8TMN1		Homo sapiens (Human)
ENSG00000197415	Q14D04	79674;	Homo sapiens (Human)
ENSG00000197415	C9IZY4		Homo sapiens (Human)
ENSG00000197415	C9J379		Homo sapiens (Human)
ENSG00000197415	C9J4U8		Homo sapiens (Human)
ENSG00000197415	C9JRT0		Homo sapiens (Human)
ENSG00000197415	F8WBD3		Homo sapiens (Human)
ENSG00000197415	F8WBQ3		Homo sapiens (Human)
ENSG00000181192	Q96HY7	55526;	Homo sapiens (Human)
ENSG00000181192	C9JWN1		Homo sapiens (Human)
ENSG00000181192	H7C149		Homo sapiens (Human)
ENSG00000181192	H7C1J3		Homo sapiens (Human)
ENSG00000151687	Q7Z5J8	150709;	Homo sapiens (Human)
ENSG00000151687	E7EWS1		Homo sapiens (Human)
ENSG00000197757	P09630	3223;	Homo sapiens (Human)
ENSG00000197757	D6RBH4		Homo sapiens (Human)
ENSG00000197757	D6RC34		Homo sapiens (Human)
ENSG00000072849	Q9GZP9	51009;	Homo sapiens (Human)
ENSG00000072849	I3L0R8		Homo sapiens (Human)
ENSG00000072849	I3L1S8		Homo sapiens (Human)
ENSG00000072849	I3L1T3		Homo sapiens (Human)
ENSG00000072849	I3L1W3		Homo sapiens (Human)
ENSG00000072849	I3L3R8	51009;	Homo sapiens (Human)
ENSG00000072849	I3L4W7		Homo sapiens (Human)
ENSG00000072849	K7EQE8		Homo sapiens (Human)
ENSG00000152056	Q96PC3	130340;	Homo sapiens (Human)
ENSG00000152056	A0A8V8TN69		Homo sapiens (Human)
ENSG00000152056	A0A8V8TN74		Homo sapiens (Human)
ENSG00000152056	A0A8V8TNP8		Homo sapiens (Human)
ENSG00000152056	A0A8V8TPK7		Homo sapiens (Human)
ENSG00000152056	A0A8V8TPZ3		Homo sapiens (Human)
ENSG00000152056	B8ZZZ1		Homo sapiens (Human)
ENSG00000152056	C9JZK4		Homo sapiens (Human)
ENSG00000152056	F8W8K9		Homo sapiens (Human)
ENSG00000152056	G5E966		Homo sapiens (Human)
ENSG00000205571	Q16637	6606;6607;	Homo sapiens (Human)
ENSG00000205571	A0A1W2PRV5		Homo sapiens (Human)
ENSG00000205571	B4DP61	6606;6607;	Homo sapiens (Human)
ENSG00000205571	E7EQZ4	6606;6607;	Homo sapiens (Human)
ENSG00000205571	H0YBZ9		Homo sapiens (Human)
ENSG00000205571	U3KPX7		Homo sapiens (Human)
ENSG00000097096	Q5VT97	84144;	Homo sapiens (Human)
ENSG00000097096	A0A8Q3WMH8		Homo sapiens (Human)
ENSG00000119138	Q13886	687;	Homo sapiens (Human)
ENSG00000108405	P51575	5023;	Homo sapiens (Human)
ENSG00000108405	I3L3H3		Homo sapiens (Human)
ENSG00000170515	Q9UQ80	5036;	Homo sapiens (Human)
ENSG00000170515	F8VR77		Homo sapiens (Human)
ENSG00000170515	F8VZ69		Homo sapiens (Human)
ENSG00000170515	F8W0A3		Homo sapiens (Human)
ENSG00000165410	Q9Y281	1073;	Homo sapiens (Human)
ENSG00000165410	F8WDN3		Homo sapiens (Human)
ENSG00000165410	G3V2U0		Homo sapiens (Human)
ENSG00000225968	P0C7U0	392617;	Homo sapiens (Human)
ENSG00000183495	Q96L91	57634;	Homo sapiens (Human)
ENSG00000183495	A0A0A0MR70		Homo sapiens (Human)
ENSG00000183495	A0A0A0MR72		Homo sapiens (Human)
ENSG00000183495	A0A0A0MR80		Homo sapiens (Human)
ENSG00000183495	A0A8V8TRJ5		Homo sapiens (Human)
ENSG00000148814	Q9C0I9	80313;	Homo sapiens (Human)
ENSG00000121749	Q8TC07	64786;	Homo sapiens (Human)
ENSG00000121749	C9JA93		Homo sapiens (Human)
ENSG00000121749	F8VV61		Homo sapiens (Human)
ENSG00000121749	F8WAX5		Homo sapiens (Human)
ENSG00000121749	F8WCB5		Homo sapiens (Human)
ENSG00000121749	F8WDJ1		Homo sapiens (Human)
ENSG00000121749	F8WF35		Homo sapiens (Human)
ENSG00000073169	Q9BVL4	83642;	Homo sapiens (Human)
ENSG00000110811	Q8IVL6	10536;	Homo sapiens (Human)
ENSG00000111335	P29728	4939;	Homo sapiens (Human)
ENSG00000111335	A0A087X0V5		Homo sapiens (Human)
ENSG00000111335	A0A7P0T8H9		Homo sapiens (Human)
ENSG00000111335	A0A7P0T9B5		Homo sapiens (Human)
ENSG00000111335	A0A7P0TAE6		Homo sapiens (Human)
ENSG00000111335	A0A7P0TAV1		Homo sapiens (Human)
ENSG00000111335	F8VPI5		Homo sapiens (Human)
ENSG00000111335	F8W1C5		Homo sapiens (Human)
ENSG00000117758	Q86Y82	23673;	Homo sapiens (Human)
ENSG00000117758	B1AJQ6		Homo sapiens (Human)
ENSG00000188324	A6NF89	283365;	Homo sapiens (Human)
ENSG00000273213	Q5TEC6		Homo sapiens (Human)
ENSG00000273213	A0A590UJL8		Homo sapiens (Human)
ENSG00000142208	P31749	207;	Homo sapiens (Human)
ENSG00000142208	A0A087WY56		Homo sapiens (Human)
ENSG00000142208	A0A804HJM6		Homo sapiens (Human)
ENSG00000142208	G3V2I6		Homo sapiens (Human)
ENSG00000142208	G3V3X1		Homo sapiens (Human)
ENSG00000113763	Q6ZN44	90249;	Homo sapiens (Human)
ENSG00000113763	H0Y8R2	90249;	Homo sapiens (Human)
ENSG00000113763	H0Y9G2		Homo sapiens (Human)
ENSG00000011523	Q76N32	23177;	Homo sapiens (Human)
ENSG00000011523	A0A994J407		Homo sapiens (Human)
ENSG00000011523	A0A994J4E5		Homo sapiens (Human)
ENSG00000011523	A0A994J4F4		Homo sapiens (Human)
ENSG00000011523	A0A994J4G3		Homo sapiens (Human)
ENSG00000011523	A0A994J4N5		Homo sapiens (Human)
ENSG00000011523	A0A994J4P0		Homo sapiens (Human)
ENSG00000011523	A0A994J4R2		Homo sapiens (Human)
ENSG00000011523	A0A994J525		Homo sapiens (Human)
ENSG00000011523	A0A994J529		Homo sapiens (Human)
ENSG00000011523	A0A994J534		Homo sapiens (Human)
ENSG00000011523	A0A994J6P7		Homo sapiens (Human)
ENSG00000011523	A0A994J719		Homo sapiens (Human)
ENSG00000011523	A0A994J770		Homo sapiens (Human)
ENSG00000011523	A0A994J7F1		Homo sapiens (Human)
ENSG00000011523	A0A994J7G1		Homo sapiens (Human)
ENSG00000112167	Q9NPB0	55776;	Homo sapiens (Human)
ENSG00000112167	A0A994J3Z7		Homo sapiens (Human)
ENSG00000112167	A0A994J4E3		Homo sapiens (Human)
ENSG00000112167	A0A994J6I1		Homo sapiens (Human)
ENSG00000112167	A0A9H3ZQQ3		Homo sapiens (Human)
ENSG00000124181	P19174	5335;	Homo sapiens (Human)
ENSG00000124181	A0A0D9SEK2		Homo sapiens (Human)
ENSG00000124181	M0QX77		Homo sapiens (Human)
ENSG00000124181	V9GY63		Homo sapiens (Human)
ENSG00000124181	V9GY71		Homo sapiens (Human)
ENSG00000124181	V9GYH5		Homo sapiens (Human)
ENSG00000145681	P10915	1404;	Homo sapiens (Human)
ENSG00000145681	D6RAK7		Homo sapiens (Human)
ENSG00000145681	D6RBS1		Homo sapiens (Human)
ENSG00000145681	D6RBX9		Homo sapiens (Human)
ENSG00000145681	D6RC59		Homo sapiens (Human)
ENSG00000145681	D6RFI7		Homo sapiens (Human)
ENSG00000145681	D6RG04		Homo sapiens (Human)
ENSG00000110047	Q9H4M9	10938;	Homo sapiens (Human)
ENSG00000110047	A0A024R571	10938;	Homo sapiens (Human)
ENSG00000110047	C9IZH1		Homo sapiens (Human)
ENSG00000110047	C9J2Z4		Homo sapiens (Human)
ENSG00000110047	C9JC03		Homo sapiens (Human)
ENSG00000110047	C9JDQ8		Homo sapiens (Human)
ENSG00000110047	C9JIJ3		Homo sapiens (Human)
ENSG00000179564	Q8N112	132228;	Homo sapiens (Human)
ENSG00000161544	Q8WWM9	114757;	Homo sapiens (Human)
ENSG00000161544	K7EIM9		Homo sapiens (Human)
ENSG00000161544	K7EMC7		Homo sapiens (Human)
ENSG00000088367	Q9H4G0	2036;	Homo sapiens (Human)
ENSG00000088367	A0A0C4DH22	2036;	Homo sapiens (Human)
ENSG00000088367	A0A1B0GTW6		Homo sapiens (Human)
ENSG00000088367	H0Y482		Homo sapiens (Human)
ENSG00000088367	H7C2K6		Homo sapiens (Human)
ENSG00000088367	Q4VXN0		Homo sapiens (Human)
ENSG00000088367	Q4VXN1		Homo sapiens (Human)
ENSG00000088367	Q4VXN2		Homo sapiens (Human)
ENSG00000088367	Q4VXN5		Homo sapiens (Human)
ENSG00000088367	Q4VXN6		Homo sapiens (Human)
ENSG00000088367	Q4VXN7		Homo sapiens (Human)
ENSG00000088367	Q4VXN8		Homo sapiens (Human)
ENSG00000088367	X6RC15		Homo sapiens (Human)
ENSG00000179988	Q8IV42	118672;	Homo sapiens (Human)
ENSG00000179988	H7BYY4		Homo sapiens (Human)
ENSG00000144554	Q9BXW9	2177;	Homo sapiens (Human)
ENSG00000144554	A0A6Q8PFY3		Homo sapiens (Human)
ENSG00000144554	F8WE37		Homo sapiens (Human)
ENSG00000144554	H7BZJ7		Homo sapiens (Human)
ENSG00000156222	O00337	9154;	Homo sapiens (Human)
ENSG00000156222	B7Z3L6	9154;	Homo sapiens (Human)
ENSG00000156150	O95076	257;	Homo sapiens (Human)
ENSG00000156150	A0A3B3IS30		Homo sapiens (Human)
ENSG00000154027	Q9Y6K8	26289;	Homo sapiens (Human)
ENSG00000154027	E9PIS7		Homo sapiens (Human)
ENSG00000154027	E9PQQ8		Homo sapiens (Human)
ENSG00000154027	H0YEZ1		Homo sapiens (Human)
ENSG00000011198	Q8WTS1	51099;	Homo sapiens (Human)
ENSG00000011198	A0A2R8Y7S6		Homo sapiens (Human)
ENSG00000011198	A0A2R8YER6		Homo sapiens (Human)
ENSG00000011198	A0A2R8YEZ7		Homo sapiens (Human)
ENSG00000011198	A0A2R8YG22		Homo sapiens (Human)
ENSG00000011198	A0A2R8YG27		Homo sapiens (Human)
ENSG00000011198	A0A2U3TZT9		Homo sapiens (Human)
ENSG00000011198	C9J1D1		Homo sapiens (Human)
ENSG00000011198	C9JBM3		Homo sapiens (Human)
ENSG00000011198	F8W7B5		Homo sapiens (Human)
ENSG00000011198	H7BZY9		Homo sapiens (Human)
ENSG00000089818	Q8NC96	25977;	Homo sapiens (Human)
ENSG00000089818	A0A1W2PNT6		Homo sapiens (Human)
ENSG00000089818	A0A1W2PPF5		Homo sapiens (Human)
ENSG00000089818	A0A1W2PQK9		Homo sapiens (Human)
ENSG00000089818	A0A1W2PR09		Homo sapiens (Human)
ENSG00000089818	A0A1W2PR27		Homo sapiens (Human)
ENSG00000089818	A0A1W2PRL5		Homo sapiens (Human)
ENSG00000089818	A0A1W2PRM0		Homo sapiens (Human)
ENSG00000089818	A0A1W2PRQ7		Homo sapiens (Human)
ENSG00000089818	A0A1W2PRW5		Homo sapiens (Human)
ENSG00000089818	F5GYH1		Homo sapiens (Human)
ENSG00000089818	F5H2U7		Homo sapiens (Human)
ENSG00000103061	Q96CW6	84138;	Homo sapiens (Human)
ENSG00000103061	A0A087X0P9		Homo sapiens (Human)
ENSG00000103061	I3L4S1		Homo sapiens (Human)
ENSG00000103061	J3KSD3		Homo sapiens (Human)
ENSG00000143494	Q86V25	79805;	Homo sapiens (Human)
ENSG00000143494	C9JY36		Homo sapiens (Human)
ENSG00000171431	P35900	54474;	Homo sapiens (Human)
ENSG00000128563	Q9H875	79706;	Homo sapiens (Human)
ENSG00000146090	Q8N431	255426;	Homo sapiens (Human)
ENSG00000146090	I6L9E5		Homo sapiens (Human)
ENSG00000011638	Q96B96	57146;	Homo sapiens (Human)
ENSG00000011638	I3L288	57146;	Homo sapiens (Human)
ENSG00000011638	I3L319		Homo sapiens (Human)
ENSG00000011638	I3NI21		Homo sapiens (Human)
ENSG00000011638	I3NI23	57146;	Homo sapiens (Human)
ENSG00000277149	Q6NUM6	441250;	Homo sapiens (Human)
ENSG00000277149	A0A087WWV6		Homo sapiens (Human)
